Cenário Projeção;natureza;ICAO;Sentido;Ano;Passageiros
Transformador;Doméstico;SBCN;Total;2032;179790,88534405
Transformador;Doméstico;SBCN;Total;2033;186494,00439798
Transformador;Doméstico;SBCN;Total;2034;193423,13721116
Transformador;Doméstico;SBCN;Total;2035;206045,67026591
Transformador;Doméstico;SBCN;Total;2036;215393,30572415
Transformador;Doméstico;SBCN;Total;2037;223942,69324229
Transformador;Doméstico;SBCN;Total;2038;232488,03349293
Transformador;Doméstico;SBCN;Total;2039;241283,38807823
Transformador;Doméstico;SBCN;Total;2040;250412,77690622
Transformador;Doméstico;SBCN;Total;2041;259920,2070369
Transformador;Doméstico;SBCN;Total;2042;269845,68238819
Transformador;Doméstico;SBCN;Total;2043;280173,20355734
Transformador;Doméstico;SBCN;Total;2044;290952,77113063
Transformador;Doméstico;SBCN;Total;2045;302180,38603646
Transformador;Doméstico;SBCN;Total;2046;313912,04840526
Transformador;Doméstico;SBCN;Total;2047;326141,75774562
Transformador;Doméstico;SBCN;Total;2048;338903,51623266
Transformador;Doméstico;SBCN;Total;2049;352187,32354944
Transformador;Doméstico;SBCN;Total;2050;366029,18004732
Transformador;Doméstico;SBCN;Total;2051;380609,12419807
Transformador;Doméstico;SBCN;Total;2052;395871,13794432
Transformador;Doméstico;SBCN;Total;2053;411793,21154425
Transformador;Doméstico;SBCN;Total;2054;428375,3422733
Transformador;Doméstico;SBCP;Total;2025;26438,0
Transformador;Doméstico;SBCP;Total;2026;27837,51059016
Transformador;Doméstico;SBCP;Total;2027;29159,72364572
Transformador;Doméstico;SBCP;Total;2028;31249,97153615
Transformador;Doméstico;SBCP;Total;2029;32774,79958889
Transformador;Doméstico;SBCP;Total;2030;34043,14434473
Transformador;Doméstico;SBCP;Total;2031;35235,27107434
Transformador;Doméstico;SBCP;Total;2032;36381,29794867
Transformador;Doméstico;SBCP;Total;2033;37535,29278529
Transformador;Doméstico;SBCP;Total;2034;38695,30028416
Transformador;Doméstico;SBCP;Total;2035;40990,06413929
Transformador;Doméstico;SBCP;Total;2036;42575,74668455
Transformador;Doméstico;SBCP;Total;2037;43988,56991779
Transformador;Doméstico;SBCP;Total;2038;45355,22463349
Transformador;Doméstico;SBCP;Total;2039;46761,92603297
Transformador;Doméstico;SBCP;Total;2040;48182,74594696
Transformador;Doméstico;SBCP;Total;2041;49651,7112125
Transformador;Doméstico;SBCP;Total;2042;51156,8371505
Transformador;Doméstico;SBCP;Total;2043;52722,1268755
Transformador;Doméstico;SBCP;Total;2044;54323,5828029
Transformador;Doméstico;SBCP;Total;2045;55989,2079992
Transformador;Doméstico;SBCP;Total;2046;57657,0023956
Transformador;Doméstico;SBCP;Total;2047;59372,9634604
Transformador;Doméstico;SBCP;Total;2048;61129,0976651
Transformador;Doméstico;SBCP;Total;2049;62949,4028578
Transformador;Doméstico;SBCP;Total;2050;64813,8791817
Transformador;Doméstico;SBCP;Total;2051;66788,6579947
Transformador;Doméstico;SBCP;Total;2052;68841,6765515
Transformador;Doméstico;SBCP;Total;2053;70968,9008494
Transformador;Doméstico;SBCP;Total;2054;73164,3212394
Transformador;Doméstico;SBCR;Total;2025;38766,91213006
Transformador;Doméstico;SBCR;Total;2026;39026,90902
Transformador;Doméstico;SBCR;Total;2027;39885,8250294
Transformador;Doméstico;SBCR;Total;2028;42049,5020793
Transformador;Doméstico;SBCR;Total;2029;43459,4925401
Transformador;Doméstico;SBCR;Total;2030;44636,0882785
Transformador;Doméstico;SBCR;Total;2031;45717,9597714
Transformador;Doméstico;SBCR;Total;2032;46769,6185893
Transformador;Doméstico;SBCR;Total;2033;47819,2832589
Transformador;Doméstico;SBCR;Total;2034;48873,0537485
Transformador;Doméstico;SBCR;Total;2035;51363,0686276
Transformador;Doméstico;SBCR;Total;2036;52919,2317631
Transformador;Doméstico;SBCR;Total;2037;54221,2372868
Transformador;Doméstico;SBCR;Total;2038;55474,8440161
Transformador;Doméstico;SBCR;Total;2039;56740,5961847
Transformador;Doméstico;SBCR;Total;2040;58042,6705868
Transformador;Doméstico;SBCR;Total;2041;59385,1313594
Transformador;Doméstico;SBCR;Total;2042;60780,0135861
Transformador;Doméstico;SBCR;Total;2043;62217,3224242
Transformador;Doméstico;SBCR;Total;2044;63707,061716
Transformador;Doméstico;SBCR;Total;2045;65245,237544999996
Transformador;Doméstico;SBCR;Total;2046;66839,8483844
Transformador;Doméstico;SBCR;Total;2047;68482,8867087
Transformador;Doméstico;SBCR;Total;2048;70184,3681927
Transformador;Doméstico;SBCR;Total;2049;71930,2866501
Transformador;Doméstico;SBCR;Total;2050;73724,641949
Transformador;Doméstico;SBCR;Total;2051;75605,7677005
Transformador;Doméstico;SBCR;Total;2052;77561,5038614
Transformador;Doméstico;SBCR;Total;2053;79573,7635658
Transformador;Doméstico;SBCR;Total;2054;81642,5220634
Transformador;Doméstico;SBCT;Total;2025;6267965,67
Transformador;Doméstico;SBCT;Total;2026;6325761,9317
Transformador;Doméstico;SBCT;Total;2027;6476300,5261
Transformador;Doméstico;SBCT;Total;2028;6826762,7575
Transformador;Doméstico;SBCT;Total;2029;7063835,1443
Transformador;Doméstico;SBCT;Total;2030;7264939,8539
Transformador;Doméstico;SBCT;Total;2031;7453373,3100000005
Transformador;Doméstico;SBCT;Total;2032;7637838,3736000005
Transformador;Doméstico;SBCT;Total;2033;7821983,3926
Transformador;Doméstico;SBCT;Total;2034;8008044,0614
Transformador;Doméstico;SBCT;Total;2035;8423342,5524
Transformador;Doméstico;SBCT;Total;2036;8691016,6593
Transformador;Doméstico;SBCT;Total;2037;8917364,8694
Transformador;Doméstico;SBCT;Total;2038;9135691,6175
Transformador;Doméstico;SBCT;Total;2039;9355753,1274
Transformador;Doméstico;SBCT;Total;2040;9581159,3638
Transformador;Doméstico;SBCT;Total;2041;9812915,6312
Transformador;Doméstico;SBCT;Total;2042;10051884,9702
Transformador;Doméstico;SBCT;Total;2043;10297943,2548
Transformador;Doméstico;SBCT;Total;2044;10551692,6067
Transformador;Doméstico;SBCT;Total;2045;10812927,3772
Transformador;Doméstico;SBCT;Total;2046;11081356,9403
Transformador;Doméstico;SBCT;Total;2047;11356975,7104
Transformador;Doméstico;SBCT;Total;2048;11640801,7308
Transformador;Doméstico;SBCT;Total;2049;11932364,3962
Transformador;Doméstico;SBCT;Total;2050;12232171,462
Transformador;Doméstico;SBCT;Total;2051;12546145,342
Transformador;Doméstico;SBCT;Total;2052;12871514,01
Transformador;Doméstico;SBCT;Total;2053;13206671,527
Transformador;Doméstico;SBCT;Total;2054;13551164,383
Transformador;Doméstico;SBCX;Total;2025;733805,645414
Transformador;Doméstico;SBCX;Total;2026;762951,16082
Transformador;Doméstico;SBCX;Total;2027;790459,530742
Transformador;Doméstico;SBCX;Total;2028;836279,323723
Transformador;Doméstico;SBCX;Total;2029;866331,317177
Transformador;Doméstico;SBCX;Total;2030;891332,037394
Transformador;Doméstico;SBCX;Total;2031;914574,997821
Transformador;Doméstico;SBCX;Total;2032;937283,597096
Transformador;Doméstico;SBCX;Total;2033;959996,511782
Transformador;Doméstico;SBCX;Total;2034;983008,127485
Transformador;Doméstico;SBCX;Total;2035;1034262,164621
Transformador;Doméstico;SBCX;Total;2036;1067496,176462
Transformador;Doméstico;SBCX;Total;2037;1095779,487931
Transformador;Doméstico;SBCX;Total;2038;1123181,294773
Transformador;Doméstico;SBCX;Total;2039;1150923,799569
Transformador;Doméstico;SBCX;Total;2040;1179425,708959
Transformador;Doméstico;SBCX;Total;2041;1208815,266394
Transformador;Doméstico;SBCX;Total;2042;1239198,60272
Transformador;Doméstico;SBCX;Total;2043;1270561,727544
Transformador;Doméstico;SBCX;Total;2044;1302944,648956
Transformador;Doméstico;SBCX;Total;2045;1336347,385884
Transformador;Doméstico;SBCX;Total;2046;1370621,928081
Transformador;Doméstico;SBCX;Total;2047;1405900,241795
Transformador;Doméstico;SBCX;Total;2048;1442268,389405
Transformador;Doméstico;SBCX;Total;2049;1479696,343805
Transformador;Doméstico;SBCX;Total;2050;1518214,102624
Transformador;Doméstico;SBCX;Total;2051;1558589,036094
Transformador;Doméstico;SBCX;Total;2052;1600480,483761
Transformador;Doméstico;SBCX;Total;2053;1643682,085387
Transformador;Doméstico;SBCX;Total;2054;1688157,735578
Transformador;Doméstico;SBCY;Total;2025;2458490,3448
Transformador;Doméstico;SBCY;Total;2026;2508787,4017
Transformador;Doméstico;SBCY;Total;2027;2581608,2294
Transformador;Doméstico;SBCY;Total;2028;2735097,7252
Transformador;Doméstico;SBCY;Total;2029;2834752,947
Transformador;Doméstico;SBCY;Total;2030;2917422,5997
Transformador;Doméstico;SBCY;Total;2031;2994361,7113
Transformador;Doméstico;SBCY;Total;2032;3069831,3715
Transformador;Doméstico;SBCY;Total;2033;3145563,3119
Transformador;Doméstico;SBCY;Total;2034;3222529,575
Transformador;Doméstico;SBCY;Total;2035;3400909,1909
Transformador;Doméstico;SBCY;Total;2036;3514357,5811
Transformador;Doméstico;SBCY;Total;2037;3609791,2717
Transformador;Doméstico;SBCY;Total;2038;3701869,4297
Transformador;Doméstico;SBCY;Total;2039;3794837,7079
Transformador;Doméstico;SBCY;Total;2040;3890233,1728
Transformador;Doméstico;SBCY;Total;2041;3988463,0861
Transformador;Doméstico;SBCY;Total;2042;4089851,1064
Transformador;Doméstico;SBCY;Total;2043;4194349,8816
Transformador;Doméstico;SBCY;Total;2044;4302140,6183
Transformador;Doméstico;SBCY;Total;2045;4413143,5108
Transformador;Doméstico;SBCY;Total;2046;4527677,755
Transformador;Doméstico;SBCY;Total;2047;4645539,5197
Transformador;Doméstico;SBCY;Total;2048;4767015,7678
Transformador;Doméstico;SBCY;Total;2049;4891886,8368
Transformador;Doméstico;SBCY;Total;2050;5020388,509
Transformador;Doméstico;SBCY;Total;2051;5155030,099
Transformador;Doméstico;SBCY;Total;2052;5294646,626
Transformador;Doméstico;SBCY;Total;2053;5438559,119
Transformador;Doméstico;SBCY;Total;2054;5586563,5309999995
Transformador;Doméstico;SBCZ;Total;2025;46504,0
Transformador;Doméstico;SBCZ;Total;2026;49338,55093184
Transformador;Doméstico;SBCZ;Total;2027;51661,22364584
Transformador;Doméstico;SBCZ;Total;2028;55028,7583974
Transformador;Doméstico;SBCZ;Total;2029;57136,48030968
Transformador;Doméstico;SBCZ;Total;2030;59017,18762363
Transformador;Doméstico;SBCZ;Total;2031;60603,51592563
Transformador;Doméstico;SBCZ;Total;2032;62245,94601535
Transformador;Doméstico;SBCZ;Total;2033;63886,34534568
Transformador;Doméstico;SBCZ;Total;2034;65570,76230795
Transformador;Doméstico;SBCZ;Total;2035;68973,69572636
Transformador;Doméstico;SBCZ;Total;2036;71336,29691925
Transformador;Doméstico;SBCZ;Total;2037;73388,80440719
Transformador;Doméstico;SBCZ;Total;2038;75415,29203133
Transformador;Doméstico;SBCZ;Total;2039;77439,78167603
Transformador;Doméstico;SBCZ;Total;2040;79534,28032154
Transformador;Doméstico;SBCZ;Total;2041;81690,79036616
Transformador;Doméstico;SBCZ;Total;2042;83911,31325747
Transformador;Doméstico;SBCZ;Total;2043;86189,84939583
Transformador;Doméstico;SBCZ;Total;2044;88562,39934714
Transformador;Doméstico;SBCZ;Total;2045;90992,96388758
Transformador;Doméstico;SBCZ;Total;2046;93315,54357509
Transformador;Doméstico;SBCZ;Total;2047;95688,13877346
Transformador;Doméstico;SBCZ;Total;2048;98114,75082024
Transformador;Doméstico;SBCZ;Total;2049;100613,38010715
Transformador;Doméstico;SBCZ;Total;2050;103244,02723127
Transformador;Doméstico;SBCZ;Total;2051;105952,70661533
Transformador;Doméstico;SBCZ;Total;2052;108769,41194966
Transformador;Doméstico;SBCZ;Total;2053;111684,13989507
Transformador;Doméstico;SBCZ;Total;2054;114692,88958322
Transformador;Doméstico;SBDB;Total;2025;93678,15677087
Transformador;Doméstico;SBDB;Total;2026;97030,7461693
Transformador;Doméstico;SBDB;Total;2027;100402,6133281
Transformador;Doméstico;SBDB;Total;2028;106157,6875247
Transformador;Doméstico;SBDB;Total;2029;109909,333371
Transformador;Doméstico;SBDB;Total;2030;113014,0218302
Transformador;Doméstico;SBDB;Total;2031;115892,368055
Transformador;Doméstico;SBDB;Total;2032;118698,5893023
Transformador;Doméstico;SBDB;Total;2033;121500,7849002
Transformador;Doméstico;SBDB;Total;2034;124337,0114024
Transformador;Doméstico;SBDB;Total;2035;130752,7709979
Transformador;Doméstico;SBDB;Total;2036;134874,957198
Transformador;Doméstico;SBDB;Total;2037;138360,1604231
Transformador;Doméstico;SBDB;Total;2038;141733,1834785
Transformador;Doméstico;SBDB;Total;2039;145146,2754557
Transformador;Doméstico;SBDB;Total;2040;148649,5190473
Transformador;Doméstico;SBDB;Total;2041;152258,9447144
Transformador;Doméstico;SBDB;Total;2042;155992,5695998
Transformador;Doméstico;SBDB;Total;2043;159840,3966868
Transformador;Doméstico;SBDB;Total;2044;163812,4281507
Transformador;Doméstico;SBDB;Total;2045;167904,6667968
Transformador;Doméstico;SBDB;Total;2046;172127,1118419
Transformador;Doméstico;SBDB;Total;2047;176461,7596015
Transformador;Doméstico;SBDB;Total;2048;180930,6166948
Transformador;Doméstico;SBDB;Total;2049;185525,6798205
Transformador;Doméstico;SBDB;Total;2050;190242,9483396
Transformador;Doméstico;SBDB;Total;2051;195190,5711335
Transformador;Doméstico;SBDB;Total;2052;200318,4757809
Transformador;Doméstico;SBDB;Total;2053;205602,6227036
Transformador;Doméstico;SBDB;Total;2054;211033,0001842
Transformador;Doméstico;SBDN;Total;2025;497596,091896
Transformador;Doméstico;SBDN;Total;2026;538121,01894
Transformador;Doméstico;SBDN;Total;2027;565498,16382
Transformador;Doméstico;SBDN;Total;2028;602211,688
Transformador;Doméstico;SBDN;Total;2029;625687,69004
Transformador;Doméstico;SBDN;Total;2030;644588,68429
Transformador;Doméstico;SBDN;Total;2031;661739,1497
Transformador;Doméstico;SBDN;Total;2032;678263,65355
Transformador;Doméstico;SBDN;Total;2033;694658,74481
Transformador;Doméstico;SBDN;Total;2034;711203,43314
Transformador;Doméstico;SBDN;Total;2035;748396,2053799999
Transformador;Doméstico;SBDN;Total;2036;772348,77884
Transformador;Doméstico;SBDN;Total;2037;792656,3325
Transformador;Doméstico;SBDN;Total;2038;812302,28908
Transformador;Doméstico;SBDN;Total;2039;832177,39226
Transformador;Doméstico;SBDN;Total;2040;852594,32383
Transformador;Doméstico;SBDN;Total;2041;873641,25674
Transformador;Doméstico;SBDN;Total;2042;895394,33777
Transformador;Doméstico;SBDN;Total;2043;917835,33422
Transformador;Doméstico;SBDN;Total;2044;940992,05918
Transformador;Doméstico;SBDN;Total;2045;964854,60814
Transformador;Doméstico;SBDN;Total;2046;989438,25051
Transformador;Doméstico;SBDN;Total;2047;1014713,42123
Transformador;Doméstico;SBDN;Total;2048;1040746,05162
Transformador;Doméstico;SBDN;Total;2049;1067500,9919
Transformador;Doméstico;SBDN;Total;2050;1095006,14909
Transformador;Doméstico;SBDN;Total;2051;1123810,50419
Transformador;Doméstico;SBDN;Total;2052;1153661,55202
Transformador;Doméstico;SBDN;Total;2053;1184413,02747
Transformador;Doméstico;SBDN;Total;2054;1216025,54876
Transformador;Doméstico;SBDO;Total;2025;74654,0
Transformador;Doméstico;SBDO;Total;2026;74150,0
Transformador;Doméstico;SBDO;Total;2027;75794,0
Transformador;Doméstico;SBDO;Total;2028;79910,0
Transformador;Doméstico;SBDO;Total;2029;82652,0
Transformador;Doméstico;SBDO;Total;2030;84956,0
Transformador;Doméstico;SBDO;Total;2031;87106,0
Transformador;Doméstico;SBDO;Total;2032;89204,0
Transformador;Doméstico;SBDO;Total;2033;91288,0
Transformador;Doméstico;SBDO;Total;2034;93394,0
Transformador;Doméstico;SBDO;Total;2035;98232,0
Transformador;Doméstico;SBDO;Total;2036;101304,0
Transformador;Doméstico;SBDO;Total;2037;103886,0
Transformador;Doméstico;SBDO;Total;2038;106376,0
Transformador;Doméstico;SBDO;Total;2039;108896,0
Transformador;Doméstico;SBDO;Total;2040;111488,0
Transformador;Doméstico;SBDO;Total;2041;114162,0
Transformador;Doméstico;SBDO;Total;2042;116932,0
Transformador;Doméstico;SBDO;Total;2043;119794,0
Transformador;Doméstico;SBDO;Total;2044;122756,0
Transformador;Doméstico;SBDO;Total;2045;125814,0
Transformador;Doméstico;SBDO;Total;2046;128992,0
Transformador;Doméstico;SBDO;Total;2047;132262,0
Transformador;Doméstico;SBDO;Total;2048;135644,0
Transformador;Doméstico;SBDO;Total;2049;139132,0
Transformador;Doméstico;SBDO;Total;2050;142722,0
Transformador;Doméstico;SBDO;Total;2051;146482,0
Transformador;Doméstico;SBDO;Total;2052;150384,0
Transformador;Doméstico;SBDO;Total;2053;154412,0
Transformador;Doméstico;SBDO;Total;2054;158552,0
Transformador;Doméstico;SBEG;Total;2025;2668522,0932
Transformador;Doméstico;SBEG;Total;2026;2759519,3825
Transformador;Doméstico;SBEG;Total;2027;2838037,7364
Transformador;Doméstico;SBEG;Total;2028;2987992,8862
Transformador;Doméstico;SBEG;Total;2029;3080282,5074
Transformador;Doméstico;SBEG;Total;2030;3156898,7665
Transformador;Doméstico;SBEG;Total;2031;3226110,1344
Transformador;Doméstico;SBEG;Total;2032;3294946,5538
Transformador;Doméstico;SBEG;Total;2033;3362314,2007999998
Transformador;Doméstico;SBEG;Total;2034;3432242,5549
Transformador;Doméstico;SBEG;Total;2035;3599605,4929
Transformador;Doméstico;SBEG;Total;2036;3704954,3344
Transformador;Doméstico;SBEG;Total;2037;3791255,1031
Transformador;Doméstico;SBEG;Total;2038;3876286,477
Transformador;Doméstico;SBEG;Total;2039;3960622,5225
Transformador;Doméstico;SBEG;Total;2040;4049559,3453
Transformador;Doméstico;SBEG;Total;2041;4138987,8566
Transformador;Doméstico;SBEG;Total;2042;4234275,8074
Transformador;Doméstico;SBEG;Total;2043;4331342,7307
Transformador;Doméstico;SBEG;Total;2044;4433958,7722
Transformador;Doméstico;SBEG;Total;2045;4538087,127
Transformador;Doméstico;SBEG;Total;2046;4648662,3237
Transformador;Doméstico;SBEG;Total;2047;4760639,4865
Transformador;Doméstico;SBEG;Total;2048;4878729,7879
Transformador;Doméstico;SBEG;Total;2049;4998227,8003
Transformador;Doméstico;SBEG;Total;2050;5123892,0176
Transformador;Doméstico;SBEG;Total;2051;5253501,5274
Transformador;Doméstico;SBEG;Total;2052;5388210,4699
Transformador;Doméstico;SBEG;Total;2053;5527349,0229
Transformador;Doméstico;SBEG;Total;2054;5670719,3813000005
Transformador;Doméstico;SBFI;Total;2025;1984965,27682
Transformador;Doméstico;SBFI;Total;2026;2008405,62095
Transformador;Doméstico;SBFI;Total;2027;2056282,47842
Transformador;Doméstico;SBFI;Total;2028;2165540,13905
Transformador;Doméstico;SBFI;Total;2029;2238054,14156
Transformador;Doméstico;SBFI;Total;2030;2298856,00202
Transformador;Doméstico;SBFI;Total;2031;2355541,423
Transformador;Doméstico;SBFI;Total;2032;2410971,72443
Transformador;Doméstico;SBFI;Total;2033;2466363,6896
Transformador;Doméstico;SBFI;Total;2034;2522355,50038
Transformador;Doméstico;SBFI;Total;2035;2650377,79414
Transformador;Doméstico;SBFI;Total;2036;2732008,74383
Transformador;Doméstico;SBFI;Total;2037;2800672,85678
Transformador;Doméstico;SBFI;Total;2038;2866872,84966
Transformador;Doméstico;SBFI;Total;2039;2933706,77613
Transformador;Doméstico;SBFI;Total;2040;3002289,37033
Transformador;Doméstico;SBFI;Total;2041;3072877,80172
Transformador;Doméstico;SBFI;Total;2042;3145768,9392
Transformador;Doméstico;SBFI;Total;2043;3220893,25495
Transformador;Doméstico;SBFI;Total;2044;3298409,26026
Transformador;Doméstico;SBFI;Total;2045;3378217,78156
Transformador;Doméstico;SBFI;Total;2046;3460869,06117
Transformador;Doméstico;SBFI;Total;2047;3545962,91476
Transformador;Doméstico;SBFI;Total;2048;3633651,14207
Transformador;Doméstico;SBFI;Total;2049;3723757,68907
Transformador;Doméstico;SBFI;Total;2050;3816418,97155
Transformador;Doméstico;SBFI;Total;2051;3913414,04368
Transformador;Doméstico;SBFI;Total;2052;4013915,43852
Transformador;Doméstico;SBFI;Total;2053;4117421,93621
Transformador;Doméstico;SBFI;Total;2054;4223783,53295
Transformador;Doméstico;SBFL;Total;2025;3383947,36834
Transformador;Doméstico;SBFL;Total;2026;3379900,11449
Transformador;Doméstico;SBFL;Total;2027;3430888,05851
Transformador;Doméstico;SBFL;Total;2028;3610287,59727
Transformador;Doméstico;SBFL;Total;2029;3728500,88162
Transformador;Doméstico;SBFL;Total;2030;3830637,47918
Transformador;Doméstico;SBFL;Total;2031;3926395,57569
Transformador;Doméstico;SBFL;Total;2032;4020699,832
Transformador;Doméstico;SBFL;Total;2033;4115006,3186
Transformador;Doméstico;SBFL;Total;2034;4210505,9562
Transformador;Doméstico;SBFL;Total;2035;4427822,2343
Transformador;Doméstico;SBFL;Total;2036;4566643,317
Transformador;Doméstico;SBFL;Total;2037;4683521,3386
Transformador;Doméstico;SBFL;Total;2038;4796188,9912
Transformador;Doméstico;SBFL;Total;2039;4909825,3049
Transformador;Doméstico;SBFL;Total;2040;5026377,7233
Transformador;Doméstico;SBFL;Total;2041;5146352,4042
Transformador;Doméstico;SBFL;Total;2042;5270216,5697
Transformador;Doméstico;SBFL;Total;2043;5397971,837
Transformador;Doméstico;SBFL;Total;2044;5529827,7589
Transformador;Doméstico;SBFL;Total;2045;5665712,4488
Transformador;Doméstico;SBFL;Total;2046;5805754,0645
Transformador;Doméstico;SBFL;Total;2047;5949695,1194
Transformador;Doméstico;SBFL;Total;2048;6098043,8811
Transformador;Doméstico;SBFL;Total;2049;6250552,7545
Transformador;Doméstico;SBFL;Total;2050;6407497,408
Transformador;Doméstico;SBFL;Total;2051;6572012,4603
Transformador;Doméstico;SBFL;Total;2052;6742623,8677
Transformador;Doméstico;SBFL;Total;2053;6918472,0203
Transformador;Doméstico;SBFL;Total;2054;7099310,8345
Transformador;Doméstico;SBFN;Total;2025;352219,677503
Transformador;Doméstico;SBFN;Total;2026;351123,4972051
Transformador;Doméstico;SBFN;Total;2027;357588,9216175
Transformador;Doméstico;SBFN;Total;2028;375346,8646512
Transformador;Doméstico;SBFN;Total;2029;388055,9350545
Transformador;Doméstico;SBFN;Total;2030;400748,5173953
Transformador;Doméstico;SBFN;Total;2031;413788,5787968
Transformador;Doméstico;SBFN;Total;2032;427402,798397
Transformador;Doméstico;SBFN;Total;2033;441651,4455888
Transformador;Doméstico;SBFN;Total;2034;456204,6433499
Transformador;Doméstico;SBFN;Total;2035;484199,5549572
Transformador;Doméstico;SBFN;Total;2036;503909,5797861
Transformador;Doméstico;SBFN;Total;2037;521379,601122
Transformador;Doméstico;SBFN;Total;2038;538532,9436007
Transformador;Doméstico;SBFN;Total;2039;556056,597811
Transformador;Doméstico;SBFN;Total;2040;574108,861462
Transformador;Doméstico;SBFN;Total;2041;590893,821533
Transformador;Doméstico;SBFN;Total;2042;605461,516064
Transformador;Doméstico;SBFN;Total;2043;619443,931578
Transformador;Doméstico;SBFN;Total;2044;633397,059844
Transformador;Doméstico;SBFN;Total;2045;647532,902336
Transformador;Doméstico;SBFN;Total;2046;662007,4532
Transformador;Doméstico;SBFN;Total;2047;676800,702225
Transformador;Doméstico;SBFN;Total;2048;691966,68886
Transformador;Doméstico;SBFN;Total;2049;707475,416288
Transformador;Doméstico;SBFN;Total;2050;723366,903397
Transformador;Doméstico;SBFN;Total;2051;739957,799472
Transformador;Doméstico;SBFN;Total;2052;757093,822707
Transformador;Doméstico;SBFN;Total;2053;774686,829193
Transformador;Doméstico;SBFN;Total;2054;792708,789289
Transformador;Doméstico;SBFZ;Total;2025;5300138,7716
Transformador;Doméstico;SBFZ;Total;2026;5459708,15
Transformador;Doméstico;SBFZ;Total;2027;5617016,6087
Transformador;Doméstico;SBFZ;Total;2028;5942569,1069
Transformador;Doméstico;SBFZ;Total;2029;6156012,8295
Transformador;Doméstico;SBFZ;Total;2030;6335226,5031
Transformador;Doméstico;SBFZ;Total;2031;6503118,4936999995
Transformador;Doméstico;SBFZ;Total;2032;6668191,9924
Transformador;Doméstico;SBFZ;Total;2033;6834090,6334
Transformador;Doméstico;SBFZ;Total;2034;7002877,4464
Transformador;Doméstico;SBFZ;Total;2035;7387224,3985
Transformador;Doméstico;SBFZ;Total;2036;7634537,5816
Transformador;Doméstico;SBFZ;Total;2037;7844590,8953
Transformador;Doméstico;SBFZ;Total;2038;8048387,5991
Transformador;Doméstico;SBFZ;Total;2039;8255071,4079
Transformador;Doméstico;SBFZ;Total;2040;8467978,9016
Transformador;Doméstico;SBFZ;Total;2041;8687826,2404
Transformador;Doméstico;SBFZ;Total;2042;8915528,384
Transformador;Doméstico;SBFZ;Total;2043;9150737,2751
Transformador;Doméstico;SBFZ;Total;2044;9393875,2757
Transformador;Doméstico;SBFZ;Total;2045;9644689,4633
Transformador;Doméstico;SBFZ;Total;2046;9903103,0754
Transformador;Doméstico;SBFZ;Total;2047;10169050,0053
Transformador;Doméstico;SBFZ;Total;2048;10443243,0965
Transformador;Doméstico;SBFZ;Total;2049;10725210,5634
Transformador;Doméstico;SBFZ;Total;2050;11015364,7982
Transformador;Doméstico;SBFZ;Total;2051;11319273,4192
Transformador;Doméstico;SBFZ;Total;2052;11634351,751
Transformador;Doméstico;SBFZ;Total;2053;11959129,573
Transformador;Doméstico;SBFZ;Total;2054;12293195,325
Transformador;Doméstico;SBGL;Total;2025;9465983,414
Transformador;Doméstico;SBGL;Total;2026;9534189,639
Transformador;Doméstico;SBGL;Total;2027;9710598,523
Transformador;Doméstico;SBGL;Total;2028;10181521,719
Transformador;Doméstico;SBGL;Total;2029;10495703,344
Transformador;Doméstico;SBGL;Total;2030;10766944,556
Transformador;Doméstico;SBGL;Total;2031;11026257,566
Transformador;Doméstico;SBGL;Total;2032;11284647,800999999
Transformador;Doméstico;SBGL;Total;2033;11545943,876
Transformador;Doméstico;SBGL;Total;2034;11812585,234
Transformador;Doméstico;SBGL;Total;2035;12411910,246
Transformador;Doméstico;SBGL;Total;2036;12799863,657
Transformador;Doméstico;SBGL;Total;2037;13129408,475
Transformador;Doméstico;SBGL;Total;2038;13448264,300999999
Transformador;Doméstico;SBGL;Total;2039;13770269,422
Transformador;Doméstico;SBGL;Total;2040;14100465,272
Transformador;Doméstico;SBGL;Total;2041;14439901,393
Transformador;Doméstico;SBGL;Total;2042;14789874,013
Transformador;Doméstico;SBGL;Total;2043;15150023,419
Transformador;Doméstico;SBGL;Total;2044;15520958,68
Transformador;Doméstico;SBGL;Total;2045;15902444,762
Transformador;Doméstico;SBGL;Total;2046;16295158,558
Transformador;Doméstico;SBGL;Total;2047;16698386,716
Transformador;Doméstico;SBGL;Total;2048;17113354,037
Transformador;Doméstico;SBGL;Total;2049;17539432,36
Transformador;Doméstico;SBGL;Total;2050;17977342,141
Transformador;Doméstico;SBGL;Total;2051;18435793,019
Transformador;Doméstico;SBGL;Total;2052;18910802,179
Transformador;Doméstico;SBGL;Total;2053;19400100,902
Transformador;Doméstico;SBGL;Total;2054;19903068,566
Transformador;Doméstico;SBGM;Total;2025;11490,0
Transformador;Doméstico;SBGM;Total;2026;11954,0
Transformador;Doméstico;SBGM;Total;2027;12104,0
Transformador;Doméstico;SBGM;Total;2028;12394,0
Transformador;Doméstico;SBGM;Total;2029;12446,0
Transformador;Doméstico;SBGM;Total;2030;12444,0
Transformador;Doméstico;SBGM;Total;2031;12416,0
Transformador;Doméstico;SBGM;Total;2032;12398,0
Transformador;Doméstico;SBGM;Total;2033;12392,0
Transformador;Doméstico;SBGM;Total;2034;12404,0
Transformador;Doméstico;SBGM;Total;2035;12716,0
Transformador;Doméstico;SBGM;Total;2036;12848,0
