ICAO;Ano;Cenario;Sentido;Natureza;Passageiros
SBRF;2034;Tendencial;Desembarque;Internacional;288754,0876
SBRF;2035;Tendencial;Desembarque;Internacional;292894,3238
SBRF;2036;Tendencial;Desembarque;Internacional;297057,282
SBRF;2037;Tendencial;Desembarque;Internacional;301214,128
SBRF;2038;Tendencial;Desembarque;Internacional;305422,4286
SBRF;2039;Tendencial;Desembarque;Internacional;309638,1013
SBRF;2040;Tendencial;Desembarque;Internacional;313980,2923
SBRF;2041;Tendencial;Desembarque;Internacional;318413,7678
SBRF;2042;Tendencial;Desembarque;Internacional;322929,5699
SBRF;2043;Tendencial;Desembarque;Internacional;327454,6633
SBRF;2044;Tendencial;Desembarque;Internacional;332014,89
SBRF;2045;Tendencial;Desembarque;Internacional;336567,6072
SBRF;2046;Tendencial;Desembarque;Internacional;341060,2543
SBRF;2047;Tendencial;Desembarque;Internacional;345514,3999
SBRF;2048;Tendencial;Desembarque;Internacional;349951,31
SBRF;2049;Tendencial;Desembarque;Internacional;354432,412
SBRF;2050;Tendencial;Desembarque;Internacional;358898,8443
SBRF;2051;Tendencial;Desembarque;Internacional;363411,2573
SBRF;2052;Tendencial;Desembarque;Internacional;367986,7841
SBRF;2053;Tendencial;Desembarque;Internacional;372631,2871
SBRF;2054;Tendencial;Desembarque;Internacional;377347,8058
SBFZ;2025;Tendencial;Desembarque;Internacional;219226,9857
SBFZ;2026;Tendencial;Desembarque;Internacional;218669,4978
SBFZ;2027;Tendencial;Desembarque;Internacional;220765,4362
SBFZ;2028;Tendencial;Desembarque;Internacional;223328,7444
SBFZ;2029;Tendencial;Desembarque;Internacional;226103,2077
SBFZ;2030;Tendencial;Desembarque;Internacional;228469,0948
SBFZ;2031;Tendencial;Desembarque;Internacional;230823,1098
SBFZ;2032;Tendencial;Desembarque;Internacional;233446,4316
SBFZ;2033;Tendencial;Desembarque;Internacional;236283,8516
SBFZ;2034;Tendencial;Desembarque;Internacional;239174,3835
SBFZ;2035;Tendencial;Desembarque;Internacional;242075,9466
SBFZ;2036;Tendencial;Desembarque;Internacional;244993,9963
SBFZ;2037;Tendencial;Desembarque;Internacional;247964,5097
SBFZ;2038;Tendencial;Desembarque;Internacional;251021,2352
SBFZ;2039;Tendencial;Desembarque;Internacional;253997,4509
SBFZ;2040;Tendencial;Desembarque;Internacional;257088,0404
SBFZ;2041;Tendencial;Desembarque;Internacional;260166,0161
SBFZ;2042;Tendencial;Desembarque;Internacional;263196,3609
SBFZ;2043;Tendencial;Desembarque;Internacional;266223,044
SBFZ;2044;Tendencial;Desembarque;Internacional;269236,0359
SBFZ;2045;Tendencial;Desembarque;Internacional;272333,8289
SBFZ;2046;Tendencial;Desembarque;Internacional;275320,5697
SBFZ;2047;Tendencial;Desembarque;Internacional;278282,4651
SBFZ;2048;Tendencial;Desembarque;Internacional;281297,7824
SBFZ;2049;Tendencial;Desembarque;Internacional;284315,8912
SBFZ;2050;Tendencial;Desembarque;Internacional;287295,303
SBFZ;2051;Tendencial;Desembarque;Internacional;290294,8447
SBFZ;2052;Tendencial;Desembarque;Internacional;293330,1656
SBFZ;2053;Tendencial;Desembarque;Internacional;296405,6802
SBFZ;2054;Tendencial;Desembarque;Internacional;299522,9343
SBCF;2025;Tendencial;Desembarque;Internacional;278742,0327
SBCF;2026;Tendencial;Desembarque;Internacional;280741,8936
SBCF;2027;Tendencial;Desembarque;Internacional;284775,6988
SBCF;2028;Tendencial;Desembarque;Internacional;289194,6507
SBCF;2029;Tendencial;Desembarque;Internacional;293735,1549
SBCF;2030;Tendencial;Desembarque;Internacional;297993,8129
SBCF;2031;Tendencial;Desembarque;Internacional;302339,0382
SBCF;2032;Tendencial;Desembarque;Internacional;306953,461
SBCF;2033;Tendencial;Desembarque;Internacional;311795,8529
SBCF;2034;Tendencial;Desembarque;Internacional;316770,9424
SBCF;2035;Tendencial;Desembarque;Internacional;321856,0067
SBCF;2036;Tendencial;Desembarque;Internacional;327001,0209
SBCF;2037;Tendencial;Desembarque;Internacional;332190,7736
SBCF;2038;Tendencial;Desembarque;Internacional;337469,1799
SBCF;2039;Tendencial;Desembarque;Internacional;342799,1681
SBCF;2040;Tendencial;Desembarque;Internacional;348269,9085
SBCF;2041;Tendencial;Desembarque;Internacional;353857,0318
SBCF;2042;Tendencial;Desembarque;Internacional;359555,6945
SBCF;2043;Tendencial;Desembarque;Internacional;365314,481
SBCF;2044;Tendencial;Desembarque;Internacional;371163,8154
SBCF;2045;Tendencial;Desembarque;Internacional;377068,8171
SBCF;2046;Tendencial;Desembarque;Internacional;382939,711
SBCF;2047;Tendencial;Desembarque;Internacional;388830,9147
SBCF;2048;Tendencial;Desembarque;Internacional;394793,1375
SBCF;2049;Tendencial;Desembarque;Internacional;400859,8014
SBCF;2050;Tendencial;Desembarque;Internacional;406986,4457
SBCF;2051;Tendencial;Desembarque;Internacional;413218,1905
SBCF;2052;Tendencial;Desembarque;Internacional;419568,8933
SBCF;2053;Tendencial;Desembarque;Internacional;426044,0904
SBCF;2054;Tendencial;Desembarque;Internacional;432647,1834
SBSV;2025;Tendencial;Desembarque;Internacional;272689,7939
SBSV;2026;Tendencial;Desembarque;Internacional;274692,3469
SBSV;2027;Tendencial;Desembarque;Internacional;278371,1341
SBSV;2028;Tendencial;Desembarque;Internacional;282242,7106
SBSV;2029;Tendencial;Desembarque;Internacional;286142,6023
SBSV;2030;Tendencial;Desembarque;Internacional;289661,4541
SBSV;2031;Tendencial;Desembarque;Internacional;293213,3426
SBSV;2032;Tendencial;Desembarque;Internacional;296983,6056
SBSV;2033;Tendencial;Desembarque;Internacional;300967,5546
SBSV;2034;Tendencial;Desembarque;Internacional;305062,8094
SBSV;2035;Tendencial;Desembarque;Internacional;309265,6821
SBSV;2036;Tendencial;Desembarque;Internacional;313504,833
SBSV;2037;Tendencial;Desembarque;Internacional;317758,0692
SBSV;2038;Tendencial;Desembarque;Internacional;322074,0891
SBSV;2039;Tendencial;Desembarque;Internacional;326407,7697
SBSV;2040;Tendencial;Desembarque;Internacional;330863,9228
SBSV;2041;Tendencial;Desembarque;Internacional;335412,9602
SBSV;2042;Tendencial;Desembarque;Internacional;340048,9265
SBSV;2043;Tendencial;Desembarque;Internacional;344714,7947
SBSV;2044;Tendencial;Desembarque;Internacional;349393,6502
SBSV;2045;Tendencial;Desembarque;Internacional;354082,5281
SBSV;2046;Tendencial;Desembarque;Internacional;358670,3272
SBSV;2047;Tendencial;Desembarque;Internacional;363230,7199
SBSV;2048;Tendencial;Desembarque;Internacional;367712,5722
SBSV;2049;Tendencial;Desembarque;Internacional;372229,6321
SBSV;2050;Tendencial;Desembarque;Internacional;376749,8235
SBSV;2051;Tendencial;Desembarque;Internacional;381329,1645
SBSV;2052;Tendencial;Desembarque;Internacional;385983,491
SBSV;2053;Tendencial;Desembarque;Internacional;390718,1001
SBSV;2054;Tendencial;Desembarque;Internacional;395535,5791
SBBR;2025;Tendencial;Desembarque;Internacional;379912,9289
SBBR;2026;Tendencial;Desembarque;Internacional;382794,61
SBBR;2027;Tendencial;Desembarque;Internacional;388390,5379
SBBR;2028;Tendencial;Desembarque;Internacional;394246,5129
SBBR;2029;Tendencial;Desembarque;Internacional;400176,7392
SBBR;2030;Tendencial;Desembarque;Internacional;405904,8172
SBBR;2031;Tendencial;Desembarque;Internacional;411696,5955
SBBR;2032;Tendencial;Desembarque;Internacional;417727,2975
SBBR;2033;Tendencial;Desembarque;Internacional;423976,7198
SBBR;2034;Tendencial;Desembarque;Internacional;430378,2961
SBBR;2035;Tendencial;Desembarque;Internacional;436886,8356
SBBR;2036;Tendencial;Desembarque;Internacional;443462,3259
SBBR;2037;Tendencial;Desembarque;Internacional;450117,2982
SBBR;2038;Tendencial;Desembarque;Internacional;456865,5692
SBBR;2039;Tendencial;Desembarque;Internacional;463670,8718
SBBR;2040;Tendencial;Desembarque;Internacional;470625,4446
SBBR;2041;Tendencial;Desembarque;Internacional;477712,8132
SBBR;2042;Tendencial;Desembarque;Internacional;484931,5218
SBBR;2043;Tendencial;Desembarque;Internacional;492247,6082
SBBR;2044;Tendencial;Desembarque;Internacional;499666,6266
SBBR;2045;Tendencial;Desembarque;Internacional;507169,6512
SBBR;2046;Tendencial;Desembarque;Internacional;514653,0245
SBBR;2047;Tendencial;Desembarque;Internacional;522186,9107
SBBR;2048;Tendencial;Desembarque;Internacional;529785,7166
SBBR;2049;Tendencial;Desembarque;Internacional;537507,2179
SBBR;2050;Tendencial;Desembarque;Internacional;545320,7083
SBBR;2051;Tendencial;Desembarque;Internacional;553268,7275
SBBR;2052;Tendencial;Desembarque;Internacional;561364,9896
SBBR;2053;Tendencial;Desembarque;Internacional;569615,4487
SBBR;2054;Tendencial;Desembarque;Internacional;578024,0974
SBPA;2025;Tendencial;Desembarque;Internacional;189749,7434
SBPA;2026;Tendencial;Desembarque;Internacional;233126,4139
SBPA;2027;Tendencial;Desembarque;Internacional;250577,3348
SBPA;2028;Tendencial;Desembarque;Internacional;258994,5433
SBPA;2029;Tendencial;Desembarque;Internacional;264796,4652
SBPA;2030;Tendencial;Desembarque;Internacional;269745,8107
SBPA;2031;Tendencial;Desembarque;Internacional;274625,5085
SBPA;2032;Tendencial;Desembarque;Internacional;279690,0777
SBPA;2033;Tendencial;Desembarque;Internacional;284922,3679
SBPA;2034;Tendencial;Desembarque;Internacional;290292,2008
SBPA;2035;Tendencial;Desembarque;Internacional;295759,4398
SBPA;2036;Tendencial;Desembarque;Internacional;301303,1068
SBPA;2037;Tendencial;Desembarque;Internacional;306948,2407
SBPA;2038;Tendencial;Desembarque;Internacional;312682,679
SBPA;2039;Tendencial;Desembarque;Internacional;318489,6037
SBPA;2040;Tendencial;Desembarque;Internacional;324432,0546
SBPA;2041;Tendencial;Desembarque;Internacional;330503,4684
SBPA;2042;Tendencial;Desembarque;Internacional;336705,9302
SBPA;2043;Tendencial;Desembarque;Internacional;343028,8936
SBPA;2044;Tendencial;Desembarque;Internacional;349413,8172
SBPA;2045;Tendencial;Desembarque;Internacional;355891,6425
SBPA;2046;Tendencial;Desembarque;Internacional;362265,7424
SBPA;2047;Tendencial;Desembarque;Internacional;368685,0351
SBPA;2048;Tendencial;Desembarque;Internacional;375055,8422
SBPA;2049;Tendencial;Desembarque;Internacional;381513,5017
SBPA;2050;Tendencial;Desembarque;Internacional;388065,795
SBPA;2051;Tendencial;Desembarque;Internacional;394746,3137
SBPA;2052;Tendencial;Desembarque;Internacional;401565,6467
SBPA;2053;Tendencial;Desembarque;Internacional;408528,1721
SBPA;2054;Tendencial;Desembarque;Internacional;415636,6346
SBSG;2025;Tendencial;Desembarque;Internacional;45390,6302
SBSG;2026;Tendencial;Desembarque;Internacional;47014,63221
SBSG;2027;Tendencial;Desembarque;Internacional;48098,28185
SBSG;2028;Tendencial;Desembarque;Internacional;49010,10129
SBSG;2029;Tendencial;Desembarque;Internacional;49896,63458
SBSG;2030;Tendencial;Desembarque;Internacional;50545,94349
SBSG;2031;Tendencial;Desembarque;Internacional;51219,18665
SBSG;2032;Tendencial;Desembarque;Internacional;52013,65256
SBSG;2033;Tendencial;Desembarque;Internacional;52903,54455
SBSG;2034;Tendencial;Desembarque;Internacional;53829,16593
SBSG;2035;Tendencial;Desembarque;Internacional;54775,32569
SBSG;2036;Tendencial;Desembarque;Internacional;55709,77423
SBSG;2037;Tendencial;Desembarque;Internacional;56623,2401
SBSG;2038;Tendencial;Desembarque;Internacional;57541,94763
SBSG;2039;Tendencial;Desembarque;Internacional;58443,23411
SBSG;2040;Tendencial;Desembarque;Internacional;59380,81074
SBSG;2041;Tendencial;Desembarque;Internacional;60339,54338
SBSG;2042;Tendencial;Desembarque;Internacional;61315,87502
SBSG;2043;Tendencial;Desembarque;Internacional;62277,90031
SBSG;2044;Tendencial;Desembarque;Internacional;63240,62838
SBSG;2045;Tendencial;Desembarque;Internacional;64183,4091
SBSG;2046;Tendencial;Desembarque;Internacional;65084,0662
SBSG;2047;Tendencial;Desembarque;Internacional;65951,32658
SBSG;2048;Tendencial;Desembarque;Internacional;66803,09666
SBSG;2049;Tendencial;Desembarque;Internacional;67660,23456
SBSG;2050;Tendencial;Desembarque;Internacional;68494,59436
SBSG;2051;Tendencial;Desembarque;Internacional;69332,19168
SBSG;2052;Tendencial;Desembarque;Internacional;70179,88918
SBSG;2053;Tendencial;Desembarque;Internacional;71039,56699
SBSG;2054;Tendencial;Desembarque;Internacional;71911,81142
SBEG;2025;Tendencial;Desembarque;Internacional;93867,31293
SBEG;2026;Tendencial;Desembarque;Internacional;104771,2003
SBEG;2027;Tendencial;Desembarque;Internacional;109632,1897
SBEG;2028;Tendencial;Desembarque;Internacional;112221,7692
SBEG;2029;Tendencial;Desembarque;Internacional;114168,5971
SBEG;2030;Tendencial;Desembarque;Internacional;115953,2724
SBEG;2031;Tendencial;Desembarque;Internacional;117693,0503
SBEG;2032;Tendencial;Desembarque;Internacional;119453,439
SBEG;2033;Tendencial;Desembarque;Internacional;121253,9915
SBEG;2034;Tendencial;Desembarque;Internacional;123091,8374
SBEG;2035;Tendencial;Desembarque;Internacional;124966,7129
SBEG;2036;Tendencial;Desembarque;Internacional;126874,5887
SBEG;2037;Tendencial;Desembarque;Internacional;128815,4236
SBEG;2038;Tendencial;Desembarque;Internacional;130794,3326
SBEG;2039;Tendencial;Desembarque;Internacional;132808,315
SBEG;2040;Tendencial;Desembarque;Internacional;134867,7795
SBEG;2041;Tendencial;Desembarque;Internacional;136971,011
SBEG;2042;Tendencial;Desembarque;Internacional;139118,2887
SBEG;2043;Tendencial;Desembarque;Internacional;141305,102
SBEG;2044;Tendencial;Desembarque;Internacional;143536,1656
SBEG;2045;Tendencial;Desembarque;Internacional;145807,8364
SBEG;2046;Tendencial;Desembarque;Internacional;148092,076
SBEG;2047;Tendencial;Desembarque;Internacional;150408,3753
SBEG;2048;Tendencial;Desembarque;Internacional;152768,1527
SBEG;2049;Tendencial;Desembarque;Internacional;155175,0851
SBEG;2050;Tendencial;Desembarque;Internacional;157624,9934
SBEG;2051;Tendencial;Desembarque;Internacional;160123,2759
SBEG;2052;Tendencial;Desembarque;Internacional;162672,0737
SBEG;2053;Tendencial;Desembarque;Internacional;165272,6813
SBEG;2054;Tendencial;Desembarque;Internacional;167926,1966
SBCT;2025;Tendencial;Desembarque;Internacional;94417,03775
SBCT;2026;Tendencial;Desembarque;Internacional;92893,02594
SBCT;2027;Tendencial;Desembarque;Internacional;94073,07528
SBCT;2028;Tendencial;Desembarque;Internacional;95464,56689
SBCT;2029;Tendencial;Desembarque;Internacional;96829,21401
SBCT;2030;Tendencial;Desembarque;Internacional;98194,89871
SBCT;2031;Tendencial;Desembarque;Internacional;99574,3841
SBCT;2032;Tendencial;Desembarque;Internacional;100975,1519
SBCT;2033;Tendencial;Desembarque;Internacional;102402,2979
SBCT;2034;Tendencial;Desembarque;Internacional;103861,2861
SBCT;2035;Tendencial;Desembarque;Internacional;105349,617
SBCT;2036;Tendencial;Desembarque;Internacional;106873,1408
SBCT;2037;Tendencial;Desembarque;Internacional;108435,1513
SBCT;2038;Tendencial;Desembarque;Internacional;110030,6795
SBCT;2039;Tendencial;Desembarque;Internacional;111660,7676
SBCT;2040;Tendencial;Desembarque;Internacional;113328,2403
SBCT;2041;Tendencial;Desembarque;Internacional;115034,6578
SBCT;2042;Tendencial;Desembarque;Internacional;116781,3127
SBCT;2043;Tendencial;Desembarque;Internacional;118571,2875
SBCT;2044;Tendencial;Desembarque;Internacional;120368,5283
SBCT;2045;Tendencial;Desembarque;Internacional;122198,5996
SBCT;2046;Tendencial;Desembarque;Internacional;123988,4624
SBCT;2047;Tendencial;Desembarque;Internacional;125796,6087
SBCT;2048;Tendencial;Desembarque;Internacional;127559,9397
SBCT;2049;Tendencial;Desembarque;Internacional;129338,3132
SBCT;2050;Tendencial;Desembarque;Internacional;131148,0532
SBCT;2051;Tendencial;Desembarque;Internacional;132994,0341
SBCT;2052;Tendencial;Desembarque;Internacional;134878,1494
SBCT;2053;Tendencial;Desembarque;Internacional;136801,4861
SBCT;2054;Tendencial;Desembarque;Internacional;138764,9346
SBBE;2025;Tendencial;Desembarque;Internacional;81795,15596
SBBE;2026;Tendencial;Desembarque;Internacional;81467,7367
SBBE;2027;Tendencial;Desembarque;Internacional;82626,42606
SBBE;2028;Tendencial;Desembarque;Internacional;84176,65867
SBBE;2029;Tendencial;Desembarque;Internacional;85846,84086
SBBE;2030;Tendencial;Desembarque;Internacional;87433,34143
SBBE;2031;Tendencial;Desembarque;Internacional;89054,65167
SBBE;2032;Tendencial;Desembarque;Internacional;90779,41847
SBBE;2033;Tendencial;Desembarque;Internacional;92591,79403
SBBE;2034;Tendencial;Desembarque;Internacional;94453,46552
SBBE;2035;Tendencial;Desembarque;Internacional;96354,99419
SBBE;2036;Tendencial;Desembarque;Internacional;98275,84215
SBBE;2037;Tendencial;Desembarque;Internacional;100210,421
SBBE;2038;Tendencial;Desembarque;Internacional;102176,321
SBBE;2039;Tendencial;Desembarque;Internacional;104159,2753
SBBE;2040;Tendencial;Desembarque;Internacional;106194,8286
SBBE;2041;Tendencial;Desembarque;Internacional;108273,6841
SBBE;2042;Tendencial;Desembarque;Internacional;110394,1335
SBBE;2043;Tendencial;Desembarque;Internacional;112536,0204
SBBE;2044;Tendencial;Desembarque;Internacional;114714,7747
SBBE;2045;Tendencial;Desembarque;Internacional;116914,2288
SBBE;2046;Tendencial;Desembarque;Internacional;119101,945
SBBE;2047;Tendencial;Desembarque;Internacional;121296,4296
SBBE;2048;Tendencial;Desembarque;Internacional;123524,2406
SBBE;2049;Tendencial;Desembarque;Internacional;125792,9941
