ICAO;cenario;Ano; Carga (kg) 
SSKW;Tendencial;2033;168897,4613
SSKW;Tendencial;2034;174514,2466
SSKW;Tendencial;2035;179849,517
SSKW;Tendencial;2036;185047,7512
SSKW;Tendencial;2037;190192,256
SSKW;Tendencial;2038;195332,1437
SSKW;Tendencial;2039;200494,5818
SSKW;Tendencial;2040;205697,4355
SSKW;Tendencial;2041;210951,8461
SSKW;Tendencial;2042;216266,2934
SSKW;Tendencial;2043;221648,1384
SSKW;Tendencial;2044;227104,3742
SSKW;Tendencial;2045;232641,5061
SSKW;Tendencial;2046;238266,7616
SSKW;Tendencial;2047;243986,6773
SSKW;Tendencial;2048;249808,1745
SSKW;Tendencial;2049;255737,6279
SSKW;Tendencial;2050;261781,1045
SSKW;Tendencial;2051;267943,9928
SSKW;Tendencial;2052;274231,2357
SSKW;Tendencial;2053;280646,7731
SSKW;Tendencial;2054;287194,1637
SSKW;Pessimista;2025;25573,13328
SSKW;Pessimista;2026;64825,44169
SSKW;Pessimista;2027;94530,33777
SSKW;Pessimista;2028;115169,6533
SSKW;Pessimista;2029;129023,7196
SSKW;Pessimista;2030;138366,4338
SSKW;Pessimista;2031;144893,5439
SSKW;Pessimista;2032;149730,6422
SSKW;Pessimista;2033;153573,1696
SSKW;Pessimista;2034;156839,1941
SSKW;Pessimista;2035;159773,8719
SSKW;Pessimista;2036;162518,2926
SSKW;Pessimista;2037;165152,9399
SSKW;Pessimista;2038;167724,5991
SSKW;Pessimista;2039;170258,7506
SSKW;Pessimista;2040;172771,7059
SSKW;Pessimista;2041;175273,2728
SSKW;Pessimista;2042;177770,5849
SSKW;Pessimista;2043;180269,5557
SSKW;Pessimista;2044;182775,5777
SSKW;Pessimista;2045;185293,4415
SSKW;Pessimista;2046;187828,3854
SSKW;Pessimista;2047;190384,8865
SSKW;Pessimista;2048;192967,5874
SSKW;Pessimista;2049;195580,5148
SSKW;Pessimista;2050;198227,2984
SSKW;Pessimista;2051;200910,8812
SSKW;Pessimista;2052;203633,7334
SSKW;Pessimista;2053;206397,4215
SSKW;Pessimista;2054;209203,1376
SSKW;Transformador;2025;25573,13328
SSKW;Transformador;2026;66716,54665
SSKW;Transformador;2027;99288,92672
SSKW;Transformador;2028;123457,4822
SSKW;Transformador;2029;141234,6552
SSKW;Transformador;2030;154732,0606
SSKW;Transformador;2031;165566,5661
SSKW;Transformador;2032;174834,5507
SSKW;Transformador;2033;183226,1825
SSKW;Transformador;2034;191164,5103
SSKW;Transformador;2035;198902,7541
SSKW;Transformador;2036;206590,039
SSKW;Transformador;2037;214313,8958
SSKW;Transformador;2038;222127,2897
SSKW;Transformador;2039;230060,7101
SSKW;Transformador;2040;238135,2895
SSKW;Transformador;2041;246365,29
SSKW;Transformador;2042;254762,3908
SSKW;Transformador;2043;263337,3214
SSKW;Transformador;2044;272100,6683
SSKW;Transformador;2045;281062,7229
SSKW;Transformador;2046;290234,862
SSKW;Transformador;2047;299627,9332
SSKW;Transformador;2048;309253,4926
SSKW;Transformador;2049;319122,724
SSKW;Transformador;2050;329246,7039
SSKW;Transformador;2051;339635,9492
SSKW;Transformador;2052;350300,6731
SSKW;Transformador;2053;361250,0929
SSKW;Transformador;2054;372493,1508
SSKW;Observado;2011;0
SSKW;Observado;2012;4831
SSKW;Observado;2013;3045
SSKW;Observado;2014;62635
SSKW;Observado;2015;67898
SSKW;Observado;2016;77408
SSKW;Observado;2017;123579
SSKW;Observado;2018;110005
SSKW;Observado;2019;143581
SSKW;Observado;2020;28664
SSKW;Observado;2022;84873
SSKW;Observado;2023;135743
SSKW;Observado;2024;77245
SSKW;Tendencial;2024;77245
SSKW;Transformador;2024;77245
SSKW;Pessimista;2024;77245
SSOU;Tendencial;2025;19778,7067
SSOU;Tendencial;2026;18863,07566
SSOU;Tendencial;2027;18494,88036
SSOU;Tendencial;2028;18378,89805
SSOU;Tendencial;2029;18390,95635
SSOU;Tendencial;2030;18472,51841
SSOU;Tendencial;2031;18593,93194
SSOU;Tendencial;2032;18739,98863
SSOU;Tendencial;2033;18902,7605
SSOU;Tendencial;2034;19078,33168
SSOU;Tendencial;2035;19264,75773
SSOU;Tendencial;2036;19461,18821
SSOU;Tendencial;2037;19667,18319
SSOU;Tendencial;2038;19882,54566
SSOU;Tendencial;2039;20107,07953
SSOU;Tendencial;2040;20340,61919
SSOU;Tendencial;2041;20582,94925
SSOU;Tendencial;2042;20833,86872
SSOU;Tendencial;2043;21093,14836
SSOU;Tendencial;2044;21360,60244
SSOU;Tendencial;2045;21636,04568
SSOU;Tendencial;2046;21919,34667
SSOU;Tendencial;2047;22210,3926
SSOU;Tendencial;2048;22509,1217
SSOU;Tendencial;2049;22815,48396
SSOU;Tendencial;2050;23129,46913
SSOU;Tendencial;2051;23451,06606
SSOU;Tendencial;2052;23780,28574
SSOU;Tendencial;2053;24117,12982
SSOU;Tendencial;2054;24461,60949
SSOU;Pessimista;2025;19778,7067
SSOU;Pessimista;2026;18787,61199
SSOU;Pessimista;2027;18330,55189
SSOU;Pessimista;2028;18116,61841
SSOU;Pessimista;2029;18024,22582
SSOU;Pessimista;2030;17996,47244
SSOU;Pessimista;2031;18004,74339
SSOU;Pessimista;2032;18034,45085
SSOU;Pessimista;2033;18078,00722
SSOU;Pessimista;2034;18131,63672
SSOU;Pessimista;2035;18193,41021
SSOU;Pessimista;2036;18262,40766
SSOU;Pessimista;2037;18338,07879
SSOU;Pessimista;2038;18420,09015
SSOU;Pessimista;2039;18508,107
SSOU;Pessimista;2040;18601,82399
SSOU;Pessimista;2041;18700,89583
SSOU;Pessimista;2042;18804,99648
SSOU;Pessimista;2043;18913,78236
SSOU;Pessimista;2044;19026,95553
SSOU;Pessimista;2045;19144,22552
SSOU;Pessimista;2046;19265,3546
SSOU;Pessimista;2047;19390,12631
SSOU;Pessimista;2048;19518,37181
SSOU;Pessimista;2049;19.649,94
SSOU;Pessimista;2050;19784,69844
SSOU;Pessimista;2051;19922,54204
SSOU;Pessimista;2052;20063,36861
SSOU;Pessimista;2053;20207,07435
SSOU;Pessimista;2054;20353,56486
SSOU;Transformador;2025;19778,7067
SSOU;Transformador;2026;18930,38619
SSOU;Transformador;2027;18642,35619
SSOU;Transformador;2028;18615,86075
SSOU;Transformador;2029;18724,62132
SSOU;Transformador;2030;18908,77446
SSOU;Transformador;2031;19137,83607
SSOU;Transformador;2032;19396,11937
SSOU;Transformador;2033;19675,4611
SSOU;Transformador;2034;19971,88963
SSOU;Transformador;2035;20283,5204
SSOU;Transformador;2036;20609,64493
SSOU;Transformador;2037;20950,008
SSOU;Transformador;2038;21304,62732
SSOU;Transformador;2039;21673,52905
SSOU;Transformador;2040;22056,7763
SSOU;Transformador;2041;22454,37831
SSOU;Transformador;2042;22866,35908
SSOU;Transformador;2043;23292,70872
SSOU;Transformador;2044;23733,46365
SSOU;Transformador;2045;24188,65851
SSOU;Transformador;2046;24658,38768
SSOU;Transformador;2047;25142,76632
SSOU;Transformador;2048;25641,96894
SSOU;Transformador;2049;26156,18525
SSOU;Transformador;2050;26685,65377
SSOU;Transformador;2051;27230,61487
SSOU;Transformador;2052;27791,33856
SSOU;Transformador;2053;28368,08715
SSOU;Transformador;2054;28961,13807
SSOU;Observado;2019;404
SSOU;Observado;2020;37932
SSOU;Observado;2021;43600
SSOU;Observado;2022;35457
SSOU;Observado;2023;20949
SSOU;Observado;2024;20551
SSOU;Tendencial;2024;20551
SSOU;Transformador;2024;20551
SSOU;Pessimista;2024;20551
SSRS;Tendencial;2025;8790,011992
SSRS;Tendencial;2026;8058,941953
SSRS;Tendencial;2027;7849,631796
SSRS;Tendencial;2028;7862,635832
SSRS;Tendencial;2029;7980,084685
SSRS;Tendencial;2030;8148,953527
SSRS;Tendencial;2031;8344,79772
SSRS;Tendencial;2032;8555,588584
SSRS;Tendencial;2033;8776,291934
SSRS;Tendencial;2034;9004,929527
SSRS;Tendencial;2035;9241,494193
SSRS;Tendencial;2036;9486,558747
SSRS;Tendencial;2037;9741,027003
SSRS;Tendencial;2038;10005,60526
SSRS;Tendencial;2039;10280,7782
SSRS;Tendencial;2040;10566,64515
SSRS;Tendencial;2041;10862,99461
SSRS;Tendencial;2042;11169,303
SSRS;Tendencial;2043;11484,82384
SSRS;Tendencial;2044;11808,66733
SSRS;Tendencial;2045;12139,86635
SSRS;Tendencial;2046;12477,46468
SSRS;Tendencial;2047;12820,566
SSRS;Tendencial;2048;13168,40243
SSRS;Tendencial;2049;13520,35289
SSRS;Tendencial;2050;13875,99828
SSRS;Tendencial;2051;14235,11277
SSRS;Tendencial;2052;14597,69849
SSRS;Tendencial;2053;14963,96158
SSRS;Tendencial;2054;15334,32244
SSRS;Pessimista;2025;8790,011992
SSRS;Pessimista;2026;7977,684729
SSRS;Pessimista;2027;7670,898027
SSRS;Pessimista;2028;7575,211215
SSRS;Pessimista;2029;7575,93431
SSRS;Pessimista;2030;7622,123179
SSRS;Pessimista;2031;7690,641664
SSRS;Pessimista;2032;7770,274594
SSRS;Pessimista;2033;7856,421039
SSRS;Pessimista;2034;7947,297594
SSRS;Pessimista;2035;8042,899196
SSRS;Pessimista;2036;8143,693985
SSRS;Pessimista;2037;8250,401623
SSRS;Pessimista;2038;8363,519031
SSRS;Pessimista;2039;8483,315064
SSRS;Pessimista;2040;8609,698206
SSRS;Pessimista;2041;8742,29905
SSRS;Pessimista;2042;8880,481764
SSRS;Pessimista;2043;9023,433287
SSRS;Pessimista;2044;9170,239729
SSRS;Pessimista;2045;9319,947654
SSRS;Pessimista;2046;9471,641098
SSRS;Pessimista;2047;9624,482055
SSRS;Pessimista;2048;9777,765129
SSRS;Pessimista;2049;9930,928067
SSRS;Pessimista;2050;10083,59181
SSRS;Pessimista;2051;10235,5465
SSRS;Pessimista;2052;10386,77304
SSRS;Pessimista;2053;10537,41641
SSRS;Pessimista;2054;10687,78732
SSRS;Transformador;2025;8790,011992
SSRS;Transformador;2026;8131,413763
SSRS;Transformador;2027;8010,015799
SSRS;Transformador;2028;8122,277598
SSRS;Transformador;2029;8347,734026
SSRS;Transformador;2030;8631,662266
SSRS;Transformador;2031;8948,562016
SSRS;Transformador;2032;9285,766722
SSRS;Transformador;2033;9637,935523
SSRS;Transformador;2034;10002,99634
SSRS;Transformador;2035;10381,02672
SSRS;Transformador;2036;10772,78781
SSRS;Transformador;2037;11179,45299
SSRS;Transformador;2038;11602,02958
SSRS;Transformador;2039;12041,31732
SSRS;Transformador;2040;12497,71411
SSRS;Transformador;2041;12971,28167
SSRS;Transformador;2042;13461,73039
SSRS;Transformador;2043;13968,50699
SSRS;Transformador;2044;14490,87549
SSRS;Transformador;2045;15027,98662
SSRS;Transformador;2046;15578,97594
SSRS;Transformador;2047;16143,02087
SSRS;Transformador;2048;16719,42282
SSRS;Transformador;2049;17307,63375
SSRS;Transformador;2050;17907,32744
SSRS;Transformador;2051;18518,39721
SSRS;Transformador;2052;19141,00572
SSRS;Transformador;2053;19775,56541
SSRS;Transformador;2054;20422,75982
SSRS;Observado;2022;13172
SSRS;Observado;2023;25224
SSRS;Observado;2024;18631
SSRS;Tendencial;2024;18631
SSRS;Transformador;2024;18631
SSRS;Pessimista;2024;18631
SSUM;Tendencial;2025;6541,63467
SSUM;Tendencial;2026;5824,079954
SSUM;Tendencial;2027;5512,378248
SSUM;Tendencial;2028;5388,05845
SSUM;Tendencial;2029;5359,427351
SSUM;Tendencial;2030;5382,644656
SSUM;Tendencial;2031;5435,060919
SSUM;Tendencial;2032;5504,338143
SSUM;Tendencial;2033;5583,612139
SSUM;Tendencial;2034;5668,95481
SSUM;Tendencial;2035;5758,138641
SSUM;Tendencial;2036;5849,862802
SSUM;Tendencial;2037;5943,39664
SSUM;Tendencial;2038;6038,319236
SSUM;Tendencial;2039;6134,417452
SSUM;Tendencial;2040;6231,588473
SSUM;Tendencial;2041;6329,817269
SSUM;Tendencial;2042;6429,133179
SSUM;Tendencial;2043;6.529,60
SSUM;Tendencial;2044;6631,3225
SSUM;Tendencial;2045;6734,393699
SSUM;Tendencial;2046;6838,934123
SSUM;Tendencial;2047;6945,065168
SSUM;Tendencial;2048;7052,90824
SSUM;Tendencial;2049;7162,579873
SSUM;Tendencial;2050;7274,19122
SSUM;Tendencial;2051;7387,84164
SSUM;Tendencial;2052;7503,620764
SSUM;Tendencial;2053;7621,604027
SSUM;Tendencial;2054;7741,855891
SSUM;Pessimista;2025;6541,63467
SSUM;Pessimista;2026;5799,644106
SSUM;Pessimista;2027;5460,35796
SSUM;Pessimista;2028;5305,70583
SSUM;Pessimista;2029;5244,285398
SSUM;Pessimista;2030;5232,542871
SSUM;Pessimista;2031;5248,087823
SSUM;Pessimista;2032;5278,798423
SSUM;Pessimista;2033;5317,975746
SSUM;Pessimista;2034;5361,814242
SSUM;Pessimista;2035;5408,170809
SSUM;Pessimista;2036;5455,80302
SSUM;Pessimista;2037;5504,016876
SSUM;Pessimista;2038;5552,414339
SSUM;Pessimista;2039;5600,792857
SSUM;Pessimista;2040;5649,052443
SSUM;Pessimista;2041;5697,172598
SSUM;Pessimista;2042;5745,171631
SSUM;Pessimista;2043;5793,100939
SSUM;Pessimista;2044;5841,028817
SSUM;Pessimista;2045;5889,035682
SSUM;Pessimista;2046;5937,206297
SSUM;Pessimista;2047;5985,627306
SSUM;Pessimista;2048;6034,382402
SSUM;Pessimista;2049;6083,548359
SSUM;Pessimista;2050;6133,194837
SSUM;Pessimista;2051;6183,379391
SSUM;Pessimista;2052;6234,149578
SSUM;Pessimista;2053;6285,539733
SSUM;Pessimista;2054;6337,574023
SSUM;Transformador;2025;6541,63467
SSUM;Transformador;2026;5845,886216
SSUM;Transformador;2027;5559,090648
SSUM;Transformador;2028;5462,507482
SSUM;Transformador;2029;5464,251631
SSUM;Transformador;2030;5520,281023
SSUM;Transformador;2031;5607,759177
SSUM;Transformador;2032;5714,192741
SSUM;Transformador;2033;5832,603715
SSUM;Transformador;2034;5958,986192
SSUM;Transformador;2035;6091,068136
SSUM;Transformador;2036;6227,527272
SSUM;Transformador;2037;6367,631375
SSUM;Transformador;2038;6510,970838
SSUM;Transformador;2039;6657,35573
SSUM;Transformador;2040;6806,714289
SSUM;Transformador;2041;6959,071195
SSUM;Transformador;2042;7114,501705
SSUM;Transformador;2043;7273,127346
SSUM;Transformador;2044;7435,097486
SSUM;Transformador;2045;7600,584585
SSUM;Transformador;2046;7769,774931
SSUM;Transformador;2047;7942,865873
SSUM;Transformador;2048;8120,05948
SSUM;Transformador;2049;8301,556847
SSUM;Transformador;2050;8487,557355
SSUM;Transformador;2051;8678,250841
SSUM;Transformador;2052;8873,81966
SSUM;Transformador;2053;9074,432916
SSUM;Transformador;2054;9280,249853
SSUM;Observado;2011;0
SSUM;Observado;2022;10841
SSUM;Observado;2023;13292
SSUM;Observado;2024;7525
SSUM;Tendencial;2024;7525
SSUM;Transformador;2024;7525
SSUM;Pessimista;2024;7525
SSUV;Tendencial;2025;3141,163184
SSUV;Tendencial;2026;3654,895093
SSUV;Tendencial;2027;4129,631888
SSUV;Tendencial;2028;4500,180234
SSUV;Tendencial;2029;4783,224147
SSUV;Tendencial;2030;5006,723485
SSUV;Tendencial;2031;5193,100316
SSUV;Tendencial;2032;5357,58306
SSUV;Tendencial;2033;5509,699838
SSUV;Tendencial;2034;5655,252781
SSUV;Tendencial;2035;5797,646733
SSUV;Tendencial;2036;5938,891858
SSUV;Tendencial;2037;6080,126608
SSUV;Tendencial;2038;6222,033558
SSUV;Tendencial;2039;6365,003322
SSUV;Tendencial;2040;6509,303045
SSUV;Tendencial;2041;6655,116538
SSUV;Tendencial;2042;6802,613423
SSUV;Tendencial;2043;6951,942373
SSUV;Tendencial;2044;7103,269612
SSUV;Tendencial;2045;7256,754901
SSUV;Tendencial;2046;7412,573998
SSUV;Tendencial;2047;7570,896897
SSUV;Tendencial;2048;7731,90086
SSUV;Tendencial;2049;7895,748677
SSUV;Tendencial;2050;8062,601845
SSUV;Tendencial;2051;8232,600166
SSUV;Tendencial;2052;8405,874251
SSUV;Tendencial;2053;8582,530973
SSUV;Tendencial;2054;8762,664774
SSUV;Pessimista;2025;3141,163184
SSUV;Pessimista;2026;3625,497982
SSUV;Pessimista;2027;4059,823951
SSUV;Pessimista;2028;4382,586438
SSUV;Pessimista;2029;4613,268351
SSUV;Pessimista;2030;4781,487896
SSUV;Pessimista;2031;4910,508186
SSUV;Pessimista;2032;5015,922842
SSUV;Pessimista;2033;5107,387715
SSUV;Pessimista;2034;5190,721826
SSUV;Pessimista;2035;5269,306922
SSUV;Pessimista;2036;5345,116376
SSUV;Pessimista;2037;5419,254689
SSUV;Pessimista;2038;5492,372135
SSUV;Pessimista;2039;5564,832346
SSUV;Pessimista;2040;5636,875084
SSUV;Pessimista;2041;5708,657454
SSUV;Pessimista;2042;5780,318228
SSUV;Pessimista;2043;5851,972969
SSUV;Pessimista;2044;5923,748257
SSUV;Pessimista;2045;5995,760777
SSUV;Pessimista;2046;6068,136747
SSUV;Pessimista;2047;6140,9932
SSUV;Pessimista;2048;6214,449168
SSUV;Pessimista;2049;6288,607536
SSUV;Pessimista;2050;6363,566443
SSUV;Pessimista;2051;6439,402776
SSUV;Pessimista;2052;6516,183061
SSUV;Pessimista;2053;6593,952155
SSUV;Pessimista;2054;6672,743057
SSUV;Transformador;2025;3141,163184
SSUV;Transformador;2026;3681,094465
SSUV;Transformador;2027;4192,214119
SSUV;Transformador;2028;4606,296184
SSUV;Transformador;2029;4937,660627
SSUV;Transformador;2030;5212,864615
SSUV;Transformador;2031;5453,629433
SSUV;Transformador;2032;5674,897898
SSUV;Transformador;2033;5886,123179
SSUV;Transformador;2034;6093,133196
SSUV;Transformador;2035;6299,39655
SSUV;Transformador;2036;6507,001626
SSUV;Transformador;2037;6717,164209
SSUV;Transformador;2038;6930,644377
SSUV;Transformador;2039;7147,906764
SSUV;Transformador;2040;7369,294475
SSUV;Transformador;2041;7595,068155
SSUV;Transformador;2042;7825,479925
SSUV;Transformador;2043;8060,764898
SSUV;Transformador;2044;8301,184091
SSUV;Transformador;2045;8546,99753
SSUV;Transformador;2046;8798,48998
SSUV;Transformador;2047;9055,946305
SSUV;Transformador;2048;9319,666605
SSUV;Transformador;2049;9589,940935
SSUV;Transformador;2050;9867,064477
SSUV;Transformador;2051;10151,31316
SSUV;Transformador;2052;10442,95793
SSUV;Transformador;2053;10742,24677
SSUV;Transformador;2054;11049,41764
SSUV;Observado;2019;2899
SSUV;Observado;2020;2694
SSUV;Observado;2022;5634
SSUV;Observado;2023;4863
SSUV;Observado;2024;4566
SSUV;Tendencial;2024;4566
SSUV;Transformador;2024;4566
SSUV;Pessimista;2024;4566
SSVL;Tendencial;2025;1241
SSVL;Tendencial;2026;1410,079451
SSVL;Tendencial;2027;1529,465779
SSVL;Tendencial;2028;1614,312699
SSVL;Tendencial;2029;1677,080206
SSVL;Tendencial;2030;1726,438142
SSVL;Tendencial;2031;1767,931355
SSVL;Tendencial;2032;1804,968135
SSVL;Tendencial;2033;1839,58161
SSVL;Tendencial;2034;1872,970474
SSVL;Tendencial;2035;1905,828599
SSVL;Tendencial;2036;1938,556382
SSVL;Tendencial;2037;1971,380167
SSVL;Tendencial;2038;2004,431495
SSVL;Tendencial;2039;2037,787159
SSVL;Tendencial;2040;2071,497817
SSVL;Tendencial;2041;2105,6013
SSVL;Tendencial;2042;2140,131771
SSVL;Tendencial;2043;2175,122261
SSVL;Tendencial;2044;2210,608728
SSVL;Tendencial;2045;2246,62806
SSVL;Tendencial;2046;2283,219619
SSVL;Tendencial;2047;2320,423158
SSVL;Tendencial;2048;2358,278993
SSVL;Tendencial;2049;2396,82534
SSVL;Tendencial;2050;2436,09915
SSVL;Tendencial;2051;2476,133267
SSVL;Tendencial;2052;2516,957583
SSVL;Tendencial;2053;2558,59718
SSVL;Tendencial;2054;2601,073581
SSVL;Pessimista;2025;1241
SSVL;Pessimista;2026;1402,821543
SSVL;Pessimista;2027;1512,370413
SSVL;Pessimista;2028;1585,739355
SSVL;Pessimista;2029;1636,017514
SSVL;Pessimista;2030;1672,228705
SSVL;Pessimista;2031;1700,094367
SSVL;Pessimista;2032;1723,100045
SSVL;Pessimista;2033;1743,306456
SSVL;Pessimista;2034;1761,916808
SSVL;Pessimista;2035;1779,620477
SSVL;Pessimista;2036;1796,810431
SSVL;Pessimista;2037;1813,705615
SSVL;Pessimista;2038;1830,430569
SSVL;Pessimista;2039;1847,055748
SSVL;Pessimista;2040;1863,625498
SSVL;Pessimista;2041;1880,17106
SSVL;Pessimista;2042;1896,719236
SSVL;Pessimista;2043;1913,294835
SSVL;Pessimista;2044;1929,924286
SSVL;Pessimista;2045;1946,63388
SSVL;Pessimista;2046;1963,451086
SSVL;Pessimista;2047;1980,402742
SSVL;Pessimista;2048;1997,515214
SSVL;Pessimista;2049;2014,812193
SSVL;Pessimista;2050;2032,315475
SSVL;Pessimista;2051;2050,042699
SSVL;Pessimista;2052;2068,008441
SSVL;Pessimista;2053;2086,222825
SSVL;Pessimista;2054;2104,692688
SSVL;Transformador;2025;1241
SSVL;Transformador;2026;1416,546811
SSVL;Transformador;2027;1544,789618
SSVL;Transformador;2028;1640,094364
SSVL;Transformador;2029;1714,389938
SSVL;Transformador;2030;1776,048011
SSVL;Transformador;2031;1830,467557
SSVL;Transformador;2032;1880,997549
SSVL;Transformador;2033;1929,655802
SSVL;Transformador;2034;1977,646651
SSVL;Transformador;2035;2025,678152
SSVL;Transformador;2036;2074,16799
SSVL;Transformador;2037;2123,360175
SSVL;Transformador;2038;2173,403919
SSVL;Transformador;2039;2224,393434
SSVL;Transformador;2040;2276,397128
SSVL;Transformador;2041;2329,471222
SSVL;Transformador;2042;2383,669408
SSVL;Transformador;2043;2439,045504
SSVL;Transformador;2044;2495,658003
SSVL;Transformador;2045;2553,567888
SSVL;Transformador;2046;2612,840454
SSVL;Transformador;2047;2673,543001
SSVL;Transformador;2048;2735,745069
SSVL;Transformador;2049;2799,515333
SSVL;Transformador;2050;2864,922542
SSVL;Transformador;2051;2932,032079
SSVL;Transformador;2052;3000,907209
SSVL;Transformador;2053;3071,606717
SSVL;Transformador;2054;3144,186251
SSVL;Observado;2016;7
SSVL;Observado;2017;15
SSVL;Observado;2019;3522
SSVL;Observado;2020;3585
SSVL;Observado;2022;5969
SSVL;Observado;2023;3573
SSVL;Observado;2024;856
SSVL;Tendencial;2024;856
SSVL;Transformador;2024;856
SSVL;Pessimista;2024;856
SWBE;Tendencial;2025;1220
SWBE;Tendencial;2026;1241,364625
SWBE;Tendencial;2027;1303,248146
SWBE;Tendencial;2028;1371,140961
SWBE;Tendencial;2029;1436,887004
SWBE;Tendencial;2030;1499,379895
SWBE;Tendencial;2031;1559,842079
SWBE;Tendencial;2032;1619,203338
SWBE;Tendencial;2033;1678,445745
SWBE;Tendencial;2034;1738,015142
SWBE;Tendencial;2035;1798,355612
SWBE;Tendencial;2036;1859,611227
SWBE;Tendencial;2037;1921,96423
SWBE;Tendencial;2038;1985,445612
SWBE;Tendencial;2039;2050,133742
SWBE;Tendencial;2040;2116,030314
SWBE;Tendencial;2041;2183,179576
SWBE;Tendencial;2042;2251,58746
SWBE;Tendencial;2043;2321,290365
SWBE;Tendencial;2044;2392,307503
SWBE;Tendencial;2045;2464,678146
SWBE;Tendencial;2046;2538,432907
SWBE;Tendencial;2047;2613,615243
SWBE;Tendencial;2048;2690,263538
SWBE;Tendencial;2049;2768,421138
SWBE;Tendencial;2050;2848,127555
SWBE;Tendencial;2051;2929,421517
SWBE;Tendencial;2052;3012,337298
SWBE;Tendencial;2053;3096,905619
SWBE;Tendencial;2054;3183,152718
SWBE;Pessimista;2025;1220
SWBE;Pessimista;2026;1225,25718
SWBE;Pessimista;2027;1266,934016
SWBE;Pessimista;2028;1311,856535
SWBE;Pessimista;2029;1352,7595
SWBE;Pessimista;2030;1389,083058
SWBE;Pessimista;2031;1422,340701
SWBE;Pessimista;2032;1453,622535
SWBE;Pessimista;2033;1483,975576
SWBE;Pessimista;2034;1513,879407
SWBE;Pessimista;2035;1543,776886
SWBE;Pessimista;2036;1573,809644
SWBE;Pessimista;2037;1604,142718
SWBE;Pessimista;2038;1634,795121
SWBE;Pessimista;2039;1665,825279
SWBE;Pessimista;2040;1697,220033
SWBE;Pessimista;2041;1729,00322
SWBE;Pessimista;2042;1761,163714
SWBE;Pessimista;2043;1793,716727
SWBE;Pessimista;2044;1826,661808
SWBE;Pessimista;2045;1860,015358
SWBE;Pessimista;2046;1893,785633
SWBE;Pessimista;2047;1927,991169
SWBE;Pessimista;2048;1962,645424
SWBE;Pessimista;2049;1997,765275
SWBE;Pessimista;2050;2033,36366
SWBE;Pessimista;2051;2069,4522
SWBE;Pessimista;2052;2106,038276
SWBE;Pessimista;2053;2143,125913
SWBE;Pessimista;2054;2180,715166
SWBE;Transformador;2025;1220
SWBE;Transformador;2026;1255,726418
SWBE;Transformador;2027;1335,822166
SWBE;Transformador;2028;1424,672996
SWBE;Transformador;2029;1513,383503
SWBE;Transformador;2030;1600,394779
SWBE;Transformador;2031;1686,694497
SWBE;Transformador;2032;1773,089681
SWBE;Transformador;2033;1860,523946
SWBE;Transformador;2034;1949,432323
SWBE;Transformador;2035;2040,280589
SWBE;Transformador;2036;2133,236083
SWBE;Transformador;2037;2228,518976
SWBE;Transformador;2038;2326,19401
SWBE;Transformador;2039;2426,381799
SWBE;Transformador;2040;2529,122219
SWBE;Transformador;2041;2634,504012
SWBE;Transformador;2042;2742,57521
SWBE;Transformador;2043;2853,419336
SWBE;Transformador;2044;2967,10218
SWBE;Transformador;2045;3083,713842
SWBE;Transformador;2046;3203,336303
SWBE;Transformador;2047;3326,068126
SWBE;Transformador;2048;3452,003985
SWBE;Transformador;2049;3581,246319
SWBE;Transformador;2050;3713,895114
SWBE;Transformador;2051;3850,051421
SWBE;Transformador;2052;3989,812922
SWBE;Transformador;2053;4133,274866
SWBE;Transformador;2054;4280,528813
SWBE;Observado;2020;454
SWBE;Observado;2022;517
SWBE;Observado;2023;5143
SWBE;Observado;2024;4442
SWBE;Tendencial;2024;4442
SWBE;Transformador;2024;4442
SWBE;Pessimista;2024;4442
SWBR;Tendencial;2025;3235,815398
SWBR;Tendencial;2026;3021,746762
SWBR;Tendencial;2027;2966,076524
SWBR;Tendencial;2028;2960,495976
SWBR;Tendencial;2029;2974,262139
SWBR;Tendencial;2030;2996,451641
SWBR;Tendencial;2031;3022,568776
SWBR;Tendencial;2032;3050,62886
SWBR;Tendencial;2033;3079,72559
SWBR;Tendencial;2034;3109,477976
SWBR;Tendencial;2035;3139,746487
SWBR;Tendencial;2036;3170,51999
SWBR;Tendencial;2037;3201,833532
SWBR;Tendencial;2038;3233,749957
SWBR;Tendencial;2039;3266,330193
SWBR;Tendencial;2040;3299,636858
SWBR;Tendencial;2041;3333,722764
SWBR;Tendencial;2042;3368,637891
SWBR;Tendencial;2043;3404,422433
SWBR;Tendencial;2044;3441,115194
SWBR;Tendencial;2045;3478,747241
SWBR;Tendencial;2046;3517,348693
SWBR;Tendencial;2047;3556,944169
SWBR;Tendencial;2048;3597,557461
SWBR;Tendencial;2049;3639,20695
SWBR;Tendencial;2050;3681,910048
SWBR;Tendencial;2051;3725,67862
SWBR;Tendencial;2052;3770,522871
SWBR;Tendencial;2053;3816,44796
SWBR;Tendencial;2054;3863,457262
SWBR;Pessimista;2025;3235,815398
SWBR;Pessimista;2026;3012,549857
SWBR;Pessimista;2027;2945,794124
SWBR;Pessimista;2028;2927,705328
SWBR;Pessimista;2029;2927,919478
SWBR;Pessimista;2030;2935,773413
SWBR;Pessimista;2031;2946,941578
SWBR;Pessimista;2032;2959,546233
SWBR;Pessimista;2033;2972,746096
SWBR;Pessimista;2034;2986,195954
