Cenário Projeção;Natureza;ICAO;Atributo;Valor
Transformador;domestico;SWUA;2025;348,1181501
Transformador;domestico;SWUA;2026;350,2102639
Transformador;domestico;SWUA;2027;358,5042043
Transformador;domestico;SWUA;2028;342,0348755
Transformador;domestico;SWUA;2029;353,7051843
Transformador;domestico;SWUA;2030;363,489105
Transformador;domestico;SWUA;2031;372,5854238
Transformador;domestico;SWUA;2032;381,7163179
Transformador;domestico;SWUA;2033;390,6436343
Transformador;domestico;SWUA;2034;399,6714738
Transformador;domestico;SWUA;2035;420,1097063
Transformador;domestico;SWUA;2036;433,1007146
Transformador;domestico;SWUA;2037;444,1569458
Transformador;domestico;SWUA;2038;454,9221708
Transformador;domestico;SWUA;2039;465,5378246
Transformador;domestico;SWUA;2040;476,5640341
Transformador;domestico;SWUA;2041;487,8087636
Transformador;domestico;SWUA;2042;499,3558436
Transformador;domestico;SWUA;2043;511,2365757
Transformador;domestico;SWUA;2044;456,2949661
Transformador;domestico;SWUA;2045;467,3224239
Transformador;domestico;SWUA;2046;478,8082286
Transformador;domestico;SWUA;2047;490,5171171
Transformador;domestico;SWUA;2048;502,5980882
Transformador;domestico;SWUA;2049;514,963265
Transformador;domestico;SWUA;2050;527,5786448
Transformador;domestico;SWUA;2051;540,8948387
Transformador;domestico;SWUA;2052;554,7398109
Transformador;domestico;SWUA;2053;568,8203393
Transformador;domestico;SWUA;2054;583,4445434
Transformador;domestico;SWWK;2025;346,459625
Transformador;domestico;SWWK;2026;359,2505619
Transformador;domestico;SWWK;2027;135,3599117
Transformador;domestico;SWWK;2028;143,9010248
Transformador;domestico;SWWK;2029;150,120635
Transformador;domestico;SWWK;2030;155,4133977
Transformador;domestico;SWWK;2031;160,6602606
Transformador;domestico;SWWK;2032;165,8861541
Transformador;domestico;SWWK;2033;171,1876153
Transformador;domestico;SWWK;2034;176,6027998
Transformador;domestico;SWWK;2035;187,1224614
Transformador;domestico;SWWK;2036;194,6999811
Transformador;domestico;SWWK;2037;201,2857457
Transformador;domestico;SWWK;2038;207,8017309
Transformador;domestico;SWWK;2039;214,5640599
Transformador;domestico;SWWK;2040;221,4839943
Transformador;domestico;SWWK;2041;228,479062
Transformador;domestico;SWWK;2042;236,0455867
Transformador;domestico;SWWK;2043;243,7584585
Transformador;domestico;SWWK;2044;251,8324566
Transformador;domestico;SWWK;2045;260,0092137
Transformador;domestico;SWWK;2046;171,1917531
Transformador;domestico;SWWK;2047;176,0449542
Transformador;domestico;SWWK;2048;181,2011884
Transformador;domestico;SWWK;2049;186,4101507
Transformador;domestico;SWWK;2050;191,8775633
Transformador;domestico;SWWK;2051;197,5552768
Transformador;domestico;SWWK;2052;203,46591
Transformador;domestico;SWWK;2053;209,6383669
Transformador;domestico;SWWK;2054;215,9258888
Observado;domestico;SBOI;2004;270
Observado;domestico;SBOI;2005;294
Observado;domestico;SBOI;2006;489
Observado;domestico;SBOI;2007;50
Observado;domestico;SBOI;2008;44
Observado;domestico;SBOI;2009;0
Observado;domestico;SBOI;2010;0
Observado;domestico;SBOI;2011;0
Observado;domestico;SBOI;2012;7
Observado;domestico;SBOI;2013;0
Observado;domestico;SBOI;2014;36
Observado;domestico;SBOI;2015;0
Observado;domestico;SBOI;2016;0
Observado;domestico;SBOI;2017;4
Observado;domestico;SBOI;2018;0
Observado;domestico;SBOI;2019;0
Observado;domestico;SBOI;2020;0
Observado;domestico;SBOI;2021;0
Observado;domestico;SBOI;2022;16
Observado;domestico;SBOI;2023;194
Observado;domestico;SBOI;2024;2
Observado;domestico;SDAG;2004;0
Observado;domestico;SDAG;2005;6
Observado;domestico;SDAG;2006;61
Observado;domestico;SDAG;2007;57
Observado;domestico;SDAG;2008;40
Observado;domestico;SDAG;2009;12
Observado;domestico;SDAG;2010;10
Observado;domestico;SDAG;2011;4
Observado;domestico;SDAG;2012;0
Observado;domestico;SDAG;2013;0
Observado;domestico;SDAG;2014;0
Observado;domestico;SDAG;2015;0
Observado;domestico;SDAG;2016;0
Observado;domestico;SDAG;2017;0
Observado;domestico;SDAG;2018;0
Observado;domestico;SDAG;2019;0
Observado;domestico;SDAG;2020;100
Observado;domestico;SDAG;2021;114
Observado;domestico;SDAG;2022;0
Observado;domestico;SDAG;2023;0
Observado;domestico;SDAG;2024;2
Observado;domestico;SBBG;2004;0
Observado;domestico;SBBG;2005;0
Observado;domestico;SBBG;2006;1
Observado;domestico;SBBG;2007;0
Observado;domestico;SBBG;2008;4
Observado;domestico;SBBG;2009;0
Observado;domestico;SBBG;2010;6
Observado;domestico;SBBG;2011;2
Observado;domestico;SBBG;2012;0
Observado;domestico;SBBG;2013;0
Observado;domestico;SBBG;2014;0
Observado;domestico;SBBG;2015;0
Observado;domestico;SBBG;2016;0
Observado;domestico;SBBG;2017;0
Observado;domestico;SBBG;2018;0
Observado;domestico;SBBG;2019;162
Observado;domestico;SBBG;2020;126
Observado;domestico;SBBG;2021;169
Observado;domestico;SBBG;2022;402
Observado;domestico;SBBG;2023;254
Observado;domestico;SBBG;2024;70
Observado;domestico;SWGN;2004;1265
Observado;domestico;SWGN;2005;1004
Observado;domestico;SWGN;2006;990
Observado;domestico;SWGN;2007;1337
Observado;domestico;SWGN;2008;1383
Observado;domestico;SWGN;2009;956
Observado;domestico;SWGN;2010;1221
Observado;domestico;SWGN;2011;2176
Observado;domestico;SWGN;2012;1018
Observado;domestico;SWGN;2013;2509
Observado;domestico;SWGN;2014;2444
Observado;domestico;SWGN;2015;3261
Observado;domestico;SWGN;2016;962
Observado;domestico;SWGN;2017;720
Observado;domestico;SWGN;2018;707
Observado;domestico;SWGN;2019;858
Observado;domestico;SWGN;2020;350
Observado;domestico;SWGN;2021;432
Observado;domestico;SWGN;2022;367
Observado;domestico;SWGN;2023;330
Observado;domestico;SWGN;2024;57
Observado;domestico;SNTF;2004;26
Observado;domestico;SNTF;2005;0
Observado;domestico;SNTF;2006;0
Observado;domestico;SNTF;2007;0
Observado;domestico;SNTF;2008;0
Observado;domestico;SNTF;2009;0
Observado;domestico;SNTF;2010;0
Observado;domestico;SNTF;2011;0
Observado;domestico;SNTF;2012;0
Observado;domestico;SNTF;2013;0
Observado;domestico;SNTF;2014;85
Observado;domestico;SNTF;2015;520
Observado;domestico;SNTF;2016;607
Observado;domestico;SNTF;2017;581
Observado;domestico;SNTF;2018;557
Observado;domestico;SNTF;2019;606
Observado;domestico;SNTF;2020;234
Observado;domestico;SNTF;2021;523
Observado;domestico;SNTF;2022;76
Observado;domestico;SNTF;2023;292
Observado;domestico;SNTF;2024;52
Observado;domestico;SWMW;2004;696
Observado;domestico;SWMW;2005;458
Observado;domestico;SWMW;2006;358
Observado;domestico;SWMW;2007;330
Observado;domestico;SWMW;2008;314
Observado;domestico;SWMW;2009;296
Observado;domestico;SWMW;2010;60
Observado;domestico;SWMW;2011;0
Observado;domestico;SWMW;2012;0
Observado;domestico;SWMW;2013;2
Observado;domestico;SWMW;2014;10
Observado;domestico;SWMW;2015;4
Observado;domestico;SWMW;2016;0
Observado;domestico;SWMW;2017;4
Observado;domestico;SWMW;2018;0
Observado;domestico;SWMW;2019;230
Observado;domestico;SWMW;2020;284
Observado;domestico;SWMW;2021;156
Observado;domestico;SWMW;2022;406
Observado;domestico;SWMW;2023;166
Observado;domestico;SWMW;2024;212
Observado;domestico;SWBC;2004;928
Observado;domestico;SWBC;2005;754
Observado;domestico;SWBC;2006;653
Observado;domestico;SWBC;2007;565
Observado;domestico;SWBC;2008;497
Observado;domestico;SWBC;2009;285
Observado;domestico;SWBC;2010;391
Observado;domestico;SWBC;2011;424
Observado;domestico;SWBC;2012;430
Observado;domestico;SWBC;2013;483
Observado;domestico;SWBC;2014;161
Observado;domestico;SWBC;2015;118
Observado;domestico;SWBC;2016;208
Observado;domestico;SWBC;2017;98
Observado;domestico;SWBC;2018;132
Observado;domestico;SWBC;2019;106
Observado;domestico;SWBC;2020;0
Observado;domestico;SWBC;2021;0
Observado;domestico;SWBC;2022;137
Observado;domestico;SWBC;2023;126
Observado;domestico;SWBC;2024;80
Observado;domestico;SBAC;2004;0
Observado;domestico;SBAC;2005;0
Observado;domestico;SBAC;2006;0
Observado;domestico;SBAC;2007;0
Observado;domestico;SBAC;2008;0
Observado;domestico;SBAC;2009;0
Observado;domestico;SBAC;2010;0
Observado;domestico;SBAC;2011;0
Observado;domestico;SBAC;2012;0
Observado;domestico;SBAC;2013;0
Observado;domestico;SBAC;2014;0
Observado;domestico;SBAC;2015;0
Observado;domestico;SBAC;2016;0
Observado;domestico;SBAC;2017;0
Observado;domestico;SBAC;2018;0
Observado;domestico;SBAC;2019;264
Observado;domestico;SBAC;2020;96
Observado;domestico;SBAC;2021;178
Observado;domestico;SBAC;2022;308
Observado;domestico;SBAC;2023;224
Observado;domestico;SBAC;2024;101
Observado;domestico;SWKQ;2004;0
Observado;domestico;SWKQ;2005;0
Observado;domestico;SWKQ;2006;0
Observado;domestico;SWKQ;2007;0
Observado;domestico;SWKQ;2008;0
Observado;domestico;SWKQ;2009;0
Observado;domestico;SWKQ;2010;0
Observado;domestico;SWKQ;2011;0
Observado;domestico;SWKQ;2012;0
Observado;domestico;SWKQ;2013;0
Observado;domestico;SWKQ;2014;0
Observado;domestico;SWKQ;2015;0
Observado;domestico;SWKQ;2016;0
Observado;domestico;SWKQ;2017;0
Observado;domestico;SWKQ;2018;0
Observado;domestico;SWKQ;2019;0
Observado;domestico;SWKQ;2020;0
Observado;domestico;SWKQ;2021;0
Observado;domestico;SWKQ;2022;8
Observado;domestico;SWKQ;2023;208
Observado;domestico;SWKQ;2024;279
Observado;domestico;SNZR;2004;0
Observado;domestico;SNZR;2005;0
Observado;domestico;SNZR;2006;0
Observado;domestico;SNZR;2007;0
Observado;domestico;SNZR;2008;0
Observado;domestico;SNZR;2009;0
Observado;domestico;SNZR;2010;0
Observado;domestico;SNZR;2011;0
Observado;domestico;SNZR;2012;0
Observado;domestico;SNZR;2013;0
Observado;domestico;SNZR;2014;0
Observado;domestico;SNZR;2015;0
Observado;domestico;SNZR;2016;0
Observado;domestico;SNZR;2017;0
Observado;domestico;SNZR;2018;84
Observado;domestico;SNZR;2019;0
Observado;domestico;SNZR;2020;0
Observado;domestico;SNZR;2021;0
Observado;domestico;SNZR;2022;13
Observado;domestico;SNZR;2023;246
Observado;domestico;SNZR;2024;250
Observado;domestico;SNDV;2004;0
Observado;domestico;SNDV;2005;0
Observado;domestico;SNDV;2006;390
Observado;domestico;SNDV;2007;827
Observado;domestico;SNDV;2008;0
Observado;domestico;SNDV;2009;0
Observado;domestico;SNDV;2010;0
Observado;domestico;SNDV;2011;0
Observado;domestico;SNDV;2012;0
Observado;domestico;SNDV;2013;0
Observado;domestico;SNDV;2014;0
Observado;domestico;SNDV;2015;250
Observado;domestico;SNDV;2016;481
Observado;domestico;SNDV;2017;278
Observado;domestico;SNDV;2018;60
Observado;domestico;SNDV;2019;0
Observado;domestico;SNDV;2020;0
Observado;domestico;SNDV;2021;0
Observado;domestico;SNDV;2022;0
Observado;domestico;SNDV;2023;0
Observado;domestico;SNDV;2024;146
Observado;domestico;SNSM;2004;2
Observado;domestico;SNSM;2005;0
Observado;domestico;SNSM;2006;0
Observado;domestico;SNSM;2007;2
Observado;domestico;SNSM;2008;0
Observado;domestico;SNSM;2009;2
Observado;domestico;SNSM;2010;0
Observado;domestico;SNSM;2011;0
Observado;domestico;SNSM;2012;0
Observado;domestico;SNSM;2013;0
Observado;domestico;SNSM;2014;0
Observado;domestico;SNSM;2015;0
Observado;domestico;SNSM;2016;0
Observado;domestico;SNSM;2017;0
Observado;domestico;SNSM;2018;0
Observado;domestico;SNSM;2019;0
Observado;domestico;SNSM;2020;0
Observado;domestico;SNSM;2021;0
Observado;domestico;SNSM;2022;173
Observado;domestico;SNSM;2023;234
Observado;domestico;SNSM;2024;222
Observado;domestico;SWBR;2004;458
Observado;domestico;SWBR;2005;322
Observado;domestico;SWBR;2006;342
Observado;domestico;SWBR;2007;326
Observado;domestico;SWBR;2008;308
Observado;domestico;SWBR;2009;304
Observado;domestico;SWBR;2010;60
Observado;domestico;SWBR;2011;0
Observado;domestico;SWBR;2012;0
Observado;domestico;SWBR;2013;2
Observado;domestico;SWBR;2014;0
Observado;domestico;SWBR;2015;8
Observado;domestico;SWBR;2016;0
Observado;domestico;SWBR;2017;2
Observado;domestico;SWBR;2018;0
Observado;domestico;SWBR;2019;0
Observado;domestico;SWBR;2020;0
Observado;domestico;SWBR;2021;0
Observado;domestico;SWBR;2022;12
Observado;domestico;SWBR;2023;134
Observado;domestico;SWBR;2024;146
Observado;domestico;N774;2004;0
Observado;domestico;N774;2005;0
Observado;domestico;N774;2006;0
Observado;domestico;N774;2007;0
Observado;domestico;N774;2008;0
Observado;domestico;N774;2009;0
Observado;domestico;N774;2010;0
Observado;domestico;N774;2011;0
Observado;domestico;N774;2012;0
Observado;domestico;N774;2013;0
Observado;domestico;N774;2014;0
Observado;domestico;N774;2015;0
Observado;domestico;N774;2016;0
Observado;domestico;N774;2017;0
Observado;domestico;N774;2018;0
Observado;domestico;N774;2019;0
Observado;domestico;N774;2020;0
Observado;domestico;N774;2021;0
Observado;domestico;N774;2022;0
Observado;domestico;N774;2023;0
Observado;domestico;SN6L;2024;150
Observado;domestico;N861;2004;0
Observado;domestico;N861;2005;0
Observado;domestico;N861;2006;0
Observado;domestico;N861;2007;0
Observado;domestico;N861;2008;0
Observado;domestico;N861;2009;0
Observado;domestico;N861;2010;0
Observado;domestico;N861;2011;0
Observado;domestico;N861;2012;0
Observado;domestico;N861;2013;0
Observado;domestico;N861;2014;0
Observado;domestico;N861;2015;0
Observado;domestico;N861;2016;0
Observado;domestico;N861;2017;0
Observado;domestico;N861;2018;0
Observado;domestico;N861;2019;0
Observado;domestico;N861;2020;0
Observado;domestico;N861;2021;0
Observado;domestico;N861;2022;0
Observado;domestico;N861;2023;0
Observado;domestico;N518;2004;0
Observado;domestico;N518;2005;0
Observado;domestico;N518;2006;0
Observado;domestico;N518;2007;0
Observado;domestico;N518;2008;0
Observado;domestico;N518;2009;0
Observado;domestico;N518;2010;0
Observado;domestico;N518;2011;0
Observado;domestico;N518;2012;0
Observado;domestico;N518;2013;0
Observado;domestico;N518;2014;0
Observado;domestico;N518;2015;0
Observado;domestico;N518;2016;0
Observado;domestico;N518;2017;0
Observado;domestico;N518;2018;0
Observado;domestico;N518;2019;0
Observado;domestico;N518;2020;0
Observado;domestico;N518;2021;0
Observado;domestico;N518;2022;0
Observado;domestico;N518;2023;0
Observado;domestico;N707;2004;0
Observado;domestico;N707;2005;0
Observado;domestico;N707;2006;0
Observado;domestico;N707;2007;0
Observado;domestico;N707;2008;0
Observado;domestico;N707;2009;0
Observado;domestico;N707;2010;0
Observado;domestico;N707;2011;0
Observado;domestico;N707;2012;0
Observado;domestico;N707;2013;0
Observado;domestico;N707;2014;0
Observado;domestico;N707;2015;0
Observado;domestico;N707;2016;0
Observado;domestico;N707;2017;0
Observado;domestico;N707;2018;0
Observado;domestico;N707;2019;0
Observado;domestico;N707;2020;0
Observado;domestico;N707;2021;0
Observado;domestico;N707;2022;0
Observado;domestico;N707;2023;0
Observado;domestico;N920;2004;0
Observado;domestico;N920;2005;0
Observado;domestico;N920;2006;0
Observado;domestico;N920;2007;0
Observado;domestico;N920;2008;0
Observado;domestico;N920;2009;0
Observado;domestico;N920;2010;0
Observado;domestico;N920;2011;0
Observado;domestico;N920;2012;0
Observado;domestico;N920;2013;0
Observado;domestico;N920;2014;0
Observado;domestico;N920;2015;0
Observado;domestico;N920;2016;0
Observado;domestico;N920;2017;0
Observado;domestico;N920;2018;0
Observado;domestico;N920;2019;0
Observado;domestico;N920;2020;0
Observado;domestico;N920;2021;0
Observado;domestico;N920;2022;0
Observado;domestico;N920;2023;0
Observado;domestico;SDIY;2004;0
Observado;domestico;SDIY;2005;0
Observado;domestico;SDIY;2006;0
Observado;domestico;SDIY;2007;0
Observado;domestico;SDIY;2008;0
Observado;domestico;SDIY;2009;0
Observado;domestico;SDIY;2010;0
Observado;domestico;SDIY;2011;0
Observado;domestico;SDIY;2012;0
Observado;domestico;SDIY;2013;0
Observado;domestico;SDIY;2014;0
Observado;domestico;SDIY;2015;196
Observado;domestico;SDIY;2016;106
Observado;domestico;SDIY;2017;104
Observado;domestico;SDIY;2018;108
Observado;domestico;SDIY;2019;118
Observado;domestico;SDIY;2020;23
Observado;domestico;SDIY;2021;0
Observado;domestico;SDIY;2022;20
Observado;domestico;SDIY;2023;525
Observado;domestico;SDIY;2024;186
Observado;domestico;SNIG;2004;0
Observado;domestico;SNIG;2005;0
Observado;domestico;SNIG;2006;0
Observado;domestico;SNIG;2007;0
Observado;domestico;SNIG;2008;0
Observado;domestico;SNIG;2009;0
Observado;domestico;SNIG;2010;0
Observado;domestico;SNIG;2011;0
Observado;domestico;SNIG;2012;0
Observado;domestico;SNIG;2013;0
Observado;domestico;SNIG;2014;0
Observado;domestico;SNIG;2015;0
Observado;domestico;SNIG;2016;0
Observado;domestico;SNIG;2017;0
Observado;domestico;SNIG;2018;0
Observado;domestico;SNIG;2019;0
Observado;domestico;SNIG;2020;20
Observado;domestico;SNIG;2021;0
Observado;domestico;SNIG;2022;12
Observado;domestico;SNIG;2023;124
Observado;domestico;SNIG;2024;143
Observado;domestico;SWJN;2004;0
Observado;domestico;SWJN;2005;2096
Observado;domestico;SWJN;2006;634
Observado;domestico;SWJN;2007;0
Observado;domestico;SWJN;2008;0
Observado;domestico;SWJN;2009;358
Observado;domestico;SWJN;2010;66
Observado;domestico;SWJN;2011;0
Observado;domestico;SWJN;2012;0
Observado;domestico;SWJN;2013;0
Observado;domestico;SWJN;2014;0
Observado;domestico;SWJN;2015;0
Observado;domestico;SWJN;2016;0
Observado;domestico;SWJN;2017;0
Observado;domestico;SWJN;2018;0
Observado;domestico;SWJN;2019;192
Observado;domestico;SWJN;2020;1078
Observado;domestico;SWJN;2021;753
Observado;domestico;SWJN;2022;529
Observado;domestico;SWJN;2023;288
Observado;domestico;SWJN;2024;153
Observado;domestico;SBUA;2004;391
Observado;domestico;SBUA;2005;371
Observado;domestico;SBUA;2006;440
Observado;domestico;SBUA;2007;429
Observado;domestico;SBUA;2008;420
Observado;domestico;SBUA;2009;413
Observado;domestico;SBUA;2010;589
Observado;domestico;SBUA;2011;442
Observado;domestico;SBUA;2012;436
Observado;domestico;SBUA;2013;396
Observado;domestico;SBUA;2014;298
Observado;domestico;SBUA;2015;150
Observado;domestico;SBUA;2016;210
Observado;domestico;SBUA;2017;208
Observado;domestico;SBUA;2018;212
Observado;domestico;SBUA;2019;266
Observado;domestico;SBUA;2020;175
Observado;domestico;SBUA;2021;402
Observado;domestico;SBUA;2022;250
Observado;domestico;SBUA;2023;214
Observado;domestico;SBUA;2024;218
Observado;domestico;SWEI;2004;354
Observado;domestico;SWEI;2005;346
Observado;domestico;SWEI;2006;443
Observado;domestico;SWEI;2007;630
Observado;domestico;SWEI;2008;495
Observado;domestico;SWEI;2009;458
Observado;domestico;SWEI;2010;418
Observado;domestico;SWEI;2011;417
Observado;domestico;SWEI;2012;418
Observado;domestico;SWEI;2013;341
Observado;domestico;SWEI;2014;218
Observado;domestico;SWEI;2015;154
Observado;domestico;SWEI;2016;214
Observado;domestico;SWEI;2017;214
Observado;domestico;SWEI;2018;212
Observado;domestico;SWEI;2019;170
Observado;domestico;SWEI;2020;175
Observado;domestico;SWEI;2021;306
Observado;domestico;SWEI;2022;166
Observado;domestico;SWEI;2023;208
Observado;domestico;SWEI;2024;212
Observado;domestico;SNMA;2004;326
Observado;domestico;SNMA;2005;314
Observado;domestico;SNMA;2006;385
Observado;domestico;SNMA;2007;350
Observado;domestico;SNMA;2008;105
Observado;domestico;SNMA;2009;0
Observado;domestico;SNMA;2010;0
Observado;domestico;SNMA;2011;0
Observado;domestico;SNMA;2012;0
Observado;domestico;SNMA;2013;0
Observado;domestico;SNMA;2014;0
Observado;domestico;SNMA;2015;0
Observado;domestico;SNMA;2016;0
Observado;domestico;SNMA;2017;0
Observado;domestico;SNMA;2018;0
Observado;domestico;SNMA;2019;0
Observado;domestico;SNMA;2020;186
Observado;domestico;SNMA;2021;100
Observado;domestico;SNMA;2022;246
Observado;domestico;SNMA;2023;245
Observado;domestico;SNMA;2024;88
Observado;domestico;N798;2004;0
Observado;domestico;N798;2005;0
Observado;domestico;N798;2006;0
Observado;domestico;N798;2007;0
Observado;domestico;N798;2008;0
Observado;domestico;N798;2009;0
Observado;domestico;N798;2010;0
Observado;domestico;N798;2011;0
Observado;domestico;N798;2012;0
Observado;domestico;N798;2013;0
Observado;domestico;N798;2014;0
Observado;domestico;N798;2015;0
Observado;domestico;N798;2016;0
Observado;domestico;N798;2017;0
Observado;domestico;N798;2018;0
Observado;domestico;N798;2019;0
Observado;domestico;N798;2020;0
Observado;domestico;N798;2021;0
Observado;domestico;N798;2022;0
Observado;domestico;N798;2023;0
Observado;domestico;SBVH;2004;56
Observado;domestico;SBVH;2005;1840
Observado;domestico;SBVH;2006;1417
Observado;domestico;SBVH;2007;1324
Observado;domestico;SBVH;2008;1889
Observado;domestico;SBVH;2009;1866
Observado;domestico;SBVH;2010;1766
Observado;domestico;SBVH;2011;1629
Observado;domestico;SBVH;2012;1672
Observado;domestico;SBVH;2013;1426
Observado;domestico;SBVH;2014;944
Observado;domestico;SBVH;2015;810
Observado;domestico;SBVH;2016;631
Observado;domestico;SBVH;2017;609
Observado;domestico;SBVH;2018;686
Observado;domestico;SBVH;2019;674
Observado;domestico;SBVH;2020;162
Observado;domestico;SBVH;2021;365
Observado;domestico;SBVH;2022;800
Observado;domestico;SBVH;2023;367
Observado;domestico;SBVH;2024;201
Observado;domestico;SSKW;2004;0
Observado;domestico;SSKW;2005;0
Observado;domestico;SSKW;2006;0
Observado;domestico;SSKW;2007;0
Observado;domestico;SSKW;2008;0
Observado;domestico;SSKW;2009;0
Observado;domestico;SSKW;2010;0
Observado;domestico;SSKW;2011;20
Observado;domestico;SSKW;2012;1549
Observado;domestico;SSKW;2013;1087
Observado;domestico;SSKW;2014;697
Observado;domestico;SSKW;2015;629
Observado;domestico;SSKW;2016;626
Observado;domestico;SSKW;2017;612
Observado;domestico;SSKW;2018;598
Observado;domestico;SSKW;2019;599
Observado;domestico;SSKW;2020;143
Observado;domestico;SSKW;2021;0
Observado;domestico;SSKW;2022;461
Observado;domestico;SSKW;2023;385
Observado;domestico;SSKW;2024;188
Observado;domestico;SBUF;2004;750
Observado;domestico;SBUF;2005;24
Observado;domestico;SBUF;2006;210
Observado;domestico;SBUF;2007;221
Observado;domestico;SBUF;2008;0
Observado;domestico;SBUF;2009;0
Observado;domestico;SBUF;2010;50
Observado;domestico;SBUF;2011;91
Observado;domestico;SBUF;2012;0
Observado;domestico;SBUF;2013;14
Observado;domestico;SBUF;2014;461
Observado;domestico;SBUF;2015;426
Observado;domestico;SBUF;2016;218
Observado;domestico;SBUF;2017;206
Observado;domestico;SBUF;2018;218
Observado;domestico;SBUF;2019;202
Observado;domestico;SBUF;2020;66
Observado;domestico;SBUF;2021;0
Observado;domestico;SBUF;2022;48
Observado;domestico;SBUF;2023;464
Observado;domestico;SBUF;2024;190
Observado;domestico;SBTU;2004;707
Observado;domestico;SBTU;2005;1008
Observado;domestico;SBTU;2006;998
Observado;domestico;SBTU;2007;988
Observado;domestico;SBTU;2008;1016
Observado;domestico;SBTU;2009;964
Observado;domestico;SBTU;2010;996
Observado;domestico;SBTU;2011;1003
Observado;domestico;SBTU;2012;1010
Observado;domestico;SBTU;2013;636
Observado;domestico;SBTU;2014;418
Observado;domestico;SBTU;2015;377
Observado;domestico;SBTU;2016;4
Observado;domestico;SBTU;2017;0
Observado;domestico;SBTU;2018;0
Observado;domestico;SBTU;2019;0
Observado;domestico;SBTU;2020;2
Observado;domestico;SBTU;2021;38
Observado;domestico;SBTU;2022;742
Observado;domestico;SBTU;2023;207
Observado;domestico;SBTU;2024;239
Observado;domestico;SWCA;2004;777
Observado;domestico;SWCA;2005;932
Observado;domestico;SWCA;2006;1220
Observado;domestico;SWCA;2007;1265
Observado;domestico;SWCA;2008;597
Observado;domestico;SWCA;2009;557
Observado;domestico;SWCA;2010;582
Observado;domestico;SWCA;2011;480
Observado;domestico;SWCA;2012;148
Observado;domestico;SWCA;2013;744
Observado;domestico;SWCA;2014;814
Observado;domestico;SWCA;2015;694
Observado;domestico;SWCA;2016;583
Observado;domestico;SWCA;2017;532
Observado;domestico;SWCA;2018;528
Observado;domestico;SWCA;2019;533
Observado;domestico;SWCA;2020;335
Observado;domestico;SWCA;2021;570
Observado;domestico;SWCA;2022;586
Observado;domestico;SWCA;2023;598
Observado;domestico;SWCA;2024;320
Observado;domestico;SBLE;2004;449
Observado;domestico;SBLE;2005;879
Observado;domestico;SBLE;2006;220
Observado;domestico;SBLE;2007;22
Observado;domestico;SBLE;2008;0
Observado;domestico;SBLE;2009;72
Observado;domestico;SBLE;2010;104
Observado;domestico;SBLE;2011;137
Observado;domestico;SBLE;2012;212
Observado;domestico;SBLE;2013;224
Observado;domestico;SBLE;2014;243
Observado;domestico;SBLE;2015;254
Observado;domestico;SBLE;2016;377
Observado;domestico;SBLE;2017;224
Observado;domestico;SBLE;2018;208
Observado;domestico;SBLE;2019;194
Observado;domestico;SBLE;2020;52
Observado;domestico;SBLE;2021;0
Observado;domestico;SBLE;2022;36
Observado;domestico;SBLE;2023;436
Observado;domestico;SBLE;2024;255
Observado;domestico;SWLB;2004;501
Observado;domestico;SWLB;2005;483
Observado;domestico;SWLB;2006;415
Observado;domestico;SWLB;2007;403
Observado;domestico;SWLB;2008;418
Observado;domestico;SWLB;2009;435
Observado;domestico;SWLB;2010;416
Observado;domestico;SWLB;2011;416
Observado;domestico;SWLB;2012;406
Observado;domestico;SWLB;2013;110
Observado;domestico;SWLB;2014;214
Observado;domestico;SWLB;2015;208
Observado;domestico;SWLB;2016;142
Observado;domestico;SWLB;2017;124
Observado;domestico;SWLB;2018;106
Observado;domestico;SWLB;2019;92
Observado;domestico;SWLB;2020;270
Observado;domestico;SWLB;2021;218
Observado;domestico;SWLB;2022;219
Observado;domestico;SWLB;2023;123
Observado;domestico;SWLB;2024;224
Observado;domestico;SNRU;2004;0
Observado;domestico;SNRU;2005;0
Observado;domestico;SNRU;2006;91
Observado;domestico;SNRU;2007;166
Observado;domestico;SNRU;2008;0
Observado;domestico;SNRU;2009;0
Observado;domestico;SNRU;2010;192
Observado;domestico;SNRU;2011;100
Observado;domestico;SNRU;2012;1
Observado;domestico;SNRU;2013;0
Observado;domestico;SNRU;2014;0
Observado;domestico;SNRU;2015;0
Observado;domestico;SNRU;2016;0
Observado;domestico;SNRU;2017;0
Observado;domestico;SNRU;2018;0
Observado;domestico;SNRU;2019;0
Observado;domestico;SNRU;2020;134
Observado;domestico;SNRU;2021;817
Observado;domestico;SNRU;2022;528
Observado;domestico;SNRU;2023;268
Observado;domestico;SNRU;2024;287
Observado;domestico;SSGG;2004;0
Observado;domestico;SSGG;2005;0
Observado;domestico;SSGG;2006;0
Observado;domestico;SSGG;2007;0
Observado;domestico;SSGG;2008;0
Observado;domestico;SSGG;2009;541
Observado;domestico;SSGG;2010;62
Observado;domestico;SSGG;2011;0
Observado;domestico;SSGG;2012;0
Observado;domestico;SSGG;2013;0
Observado;domestico;SSGG;2014;0
Observado;domestico;SSGG;2015;0
Observado;domestico;SSGG;2016;0
Observado;domestico;SSGG;2017;0
Observado;domestico;SSGG;2018;0
Observado;domestico;SSGG;2019;6
Observado;domestico;SSGG;2020;22
Observado;domestico;SSGG;2021;4
Observado;domestico;SSGG;2022;446
Observado;domestico;SSGG;2023;496
Observado;domestico;SSGG;2024;396
Observado;domestico;SBPG;2004;0
